year,nace_number,boat_type,section_code,lane,team,500m,1000m,1500m,2000m,500m(s),1000m(s),1500m(s),2000m(s),order,qualify
2003,14,m1x,予選F組,5,内山亮佑(岐阜経済大学A),01:50.43,03:51.54,05:55.57,08:00.49,110.43,231.54,355.57,480.49,2,
2003,14,m1x,予選F組,1,伊澤秀幸(東京外国語大学A),01:58.38,04:02.38,06:07.49,08:10.29,118.38,242.38,367.49,490.29,3,
2003,14,m1x,予選F組,3,三好貴之(宇和島水産高校A),02:00.45,04:08.65,06:16.76,08:23.95,120.45,248.65,376.76,503.95,4,
2003,14,m1x,予選F組,2,常深智博(浜寺RC),01:51.86,03:56.94,06:08.74,08:25.87,111.86,236.94,368.74,505.87,5,
2003,15,m1x,予選G組,1,藤木裕也(日本大学A),01:50.96,03:49.75,05:48.32,07:47.36,110.96000000000001,229.75,348.32,467.36,1,->Semi-Final
2003,15,m1x,予選G組,5,矢内裕介(潮来高校A),01:48.28,03:47.87,05:48.82,07:53.56,108.28,227.87,348.82,473.56,2,
2003,15,m1x,予選G組,2,橋川洋(青山学院大学),01:52.28,03:51.55,05:54.50,08:03.37,112.28,231.55,354.5,483.37,3,
2003,15,m1x,予選G組,3,山口浩之(日本体育大学E),01:50.58,03:50.11,05:52.88,08:06.26,110.58,230.11,352.88,486.26,4,
2003,15,m1x,予選G組,4,泉原大二郎(タカニチB),01:54.77,04:02.00,06:11.72,08:24.07,114.77000000000001,242.0,371.72,504.07,5,
2003,16,m1x,予選H組,3,北野敦士(金沢学院大学),01:56.05,03:58.16,06:02.86,08:06.34,116.05,238.16,362.86,486.34,1,->Semi-Final
2003,16,m1x,予選H組,1,白石匡亮(日本体育大学B),01:57.25,04:00.70,06:03.41,08:12.78,117.25,240.7,363.41,492.78,2,
2003,16,m1x,予選H組,5,横山大晃(静岡大学C),01:56.88,04:01.21,06:08.49,08:13.71,116.88,241.21,368.49,493.71,3,
2003,16,m1x,予選H組,2,柴田尚(静岡大学B),01:58.18,04:04.81,06:11.01,08:21.69,118.18,244.81,371.01,501.69,4,
2003,16,m1x,予選H組,4,平畠英隆(東京商船大学),02:01.78,04:10.80,06:21.10,08:33.61,121.78,250.8,381.1,513.61,5,
2003,17,m1x,予選I組,5,村上健太(今治南高校A),01:45.59,03:40.27,05:41.75,07:40.42,105.59,220.27,341.75,460.42,1,->Semi-Final
2003,17,m1x,予選I組,1,中村裕実(小浜水産高校A),01:47.03,03:43.30,05:46.86,07:47.92,107.03,223.3,346.86,467.92,2,
2003,17,m1x,予選I組,2,梅木賢二(鹿屋体育大学),01:45.01,03:41.86,05:52.35,08:01.92,105.00999999999999,221.86,352.35,481.92,3,
2003,17,m1x,予選I組,4,勝山暁(千葉大学),01:51.68,03:54.74,06:07.21,08:17.99,111.68,234.74,367.21,497.99,4,
2003,17,m1x,予選I組,3,八川愛史(岐阜経済大学C),01:53.21,03:56.40,06:11.80,08:24.49,113.21000000000001,236.4,371.8,504.49,5,
2003,18,m1x,予選J組,4,松田圭司(島根大学),01:46.75,03:45.82,05:49.95,07:55.44,106.75,225.82,349.95,475.44,1,->Semi-Final
2003,18,m1x,予選J組,1,加納慶達(京都大学A),01:51.00,03:51.91,05:58.60,08:06.25,111.0,231.91,358.6,486.25,2,
2003,18,m1x,予選J組,3,三好広真(松山大学),01:52.70,03:56.85,06:07.39,08:17.56,112.7,236.85,367.39,497.56,3,
2003,18,m1x,予選J組,5,川西亮輔(静岡大学D),01:58.91,04:07.59,06:20.63,08:29.96,118.91,247.59,380.63,509.96,4,
2003,18,m1x,予選J組,2,久田貴仁(名古屋大学),01:58.66,04:07.11,06:22.18,08:31.68,118.66,247.11,382.18,511.68,5,
2003,19,m1x,予選K組,1,渥美信吾(天竜林業高校),01:53.25,03:53.18,05:56.91,07:57.97,113.25,233.18,356.90999999999997,477.97,1,->Semi-Final
2003,19,m1x,予選K組,2,柏木亮(京都大学C),01:50.79,03:51.41,05:56.50,08:00.47,110.78999999999999,231.41,356.5,480.47,2,
2003,19,m1x,予選K組,3,八張友輔(兵庫大学),01:52.38,03:55.96,06:04.81,08:07.37,112.38,235.96,364.81,487.37,3,
2003,19,m1x,予選K組,5,鵜飼雄太(京都大学B),01:53.82,03:54.26,06:02.84,08:10.32,113.82,234.26,362.84,490.32,4,
2003,19,m1x,予選K組,4,中谷太基(岐阜経済大学B),01:51.85,03:53.94,06:03.02,08:11.93,111.85,233.94,363.02,491.93,5,
2003,20,m1x,予選L組,5,小林亮介(東京医科歯科大学),01:48.66,03:46.89,05:47.22,07:46.04,108.66,226.89,347.22,466.04,1,->Semi-Final
2003,20,m1x,予選L組,4,栗田恵久(日本体育大学A),01:49.49,03:48.01,05:50.34,07:55.69,109.49000000000001,228.01,350.34000000000003,475.69,2,
2003,20,m1x,予選L組,1,済木謙一(富山国際大学A),01:54.96,03:55.58,06:01.14,08:00.51,114.96000000000001,235.57999999999998,361.14,480.51,3,
2003,20,m1x,予選L組,2,川越翔太(小浜水産高校B),01:52.52,03:53.51,05:59.06,08:02.18,112.52000000000001,233.51,359.06,482.18,4,
2003,20,m1x,予選L組,3,岡崎昭彦(岐阜経済大学D),01:55.28,04:07.18,06:25.42,08:38.96,115.28,247.18,385.42,518.96,5,
2003,21,m1x,予選M組,5,田島勇介(東海大学A),01:55.86,03:51.10,05:49.87,07:48.43,115.86,231.1,349.87,468.43,1,->Semi-Final
2003,21,m1x,予選M組,4,西本光幸(関西電力美浜RC),01:51.88,03:48.96,05:48.09,07:52.35,111.88,228.96,348.09000000000003,472.35,2,
2003,21,m1x,予選M組,1,河口守(法政大学),01:52.18,03:52.49,05:57.48,08:05.04,112.18,232.49,357.48,485.04,3,
2003,21,m1x,予選M組,2,天城隆太(釧路工業高校A),02:05.58,04:19.54,06:34.19,08:50.65,125.58,259.54,394.19,530.65,4,
2003,21,m1x,予選M組,3,野中誠司(立教大学C),02:24.02,04:48.22,07:18.97,09:48.42,144.02,288.22,438.97,588.42,5,
2003,22,m1x,予選N組,5,松尾篤(タカニチA),01:49.01,03:45.08,05:42.99,07:41.89,109.00999999999999,225.07999999999998,342.99,461.89,1,->Semi-Final
2003,22,m1x,予選N組,4,山口雄大(小浜水産高校C),01:53.93,03:54.44,05:57.62,07:58.89,113.93,234.44,357.62,478.89,2,
2003,22,m1x,予選N組,1,高山鉄也(一橋大学A),01:55.18,03:56.29,05:58.92,08:00.67,115.18,236.29,358.92,480.67,3,
2003,22,m1x,予選N組,2,渡辺藤人(江戸川大学A),01:53.50,03:55.47,05:59.35,08:04.80,113.5,235.47,359.35,484.8,4,
2003,22,m1x,予選N組,3,小島純(成蹊大学B),02:03.62,04:14.88,06:23.53,08:33.03,123.62,254.88,383.53,513.03,5,
2003,23,m1x,予選O組,5,篠原潤一(日本大学B),01:45.30,03:42.14,05:43.97,07:47.26,105.3,222.14,343.97,467.26,1,->Semi-Final
2003,23,m1x,予選O組,3,浜木一也(今治南高校B),01:48.83,03:48.48,05:52.62,07:54.19,108.83,228.48,352.62,474.19,2,
2003,23,m1x,予選O組,2,小場健太(静岡大学A),01:54.17,03:53.44,05:59.89,08:09.36,114.17,233.44,359.89,489.36,3,
2003,23,m1x,予選O組,1,森山義之(日本体育大学D),01:59.52,04:03.44,06:12.17,08:23.60,119.52000000000001,243.44,372.17,503.6,4,
2003,23,m1x,予選O組,4,中西斎(立命館大学A),02:00.48,04:10.84,06:28.11,08:46.47,120.48,250.84,388.11,526.47,5,
2003,58,m1x,敗復A組,3,川越翔太(小浜水産高校B),01:51.92,03:50.49,05:54.51,08:00.32,111.92,230.49,354.51,480.32,1,->Semi-Final
2003,58,m1x,敗復A組,4,橋川洋(青山学院大学),01:53.91,03:51.92,05:58.51,08:05.48,113.91,231.92000000000002,358.51,485.48,2,
2003,58,m1x,敗復A組,2,泉原大二郎(タカニチB),01:54.16,04:00.14,06:11.81,08:18.72,114.16,240.14,371.81,498.72,3,
2003,58,m1x,敗復A組,5,八川愛史(岐阜経済大学C),01:59.46,04:04.11,06:13.09,08:21.07,119.46000000000001,244.11,373.09,501.07,4,
2003,59,m1x,敗復B組,3,梅木賢二(鹿屋体育大学),01:50.32,03:50.01,05:53.64,07:54.90,110.32,230.01,353.64,474.9,1,->Semi-Final
2003,59,m1x,敗復B組,4,渡辺藤人(江戸川大学A),01:54.29,03:54.25,05:59.94,08:01.84,114.28999999999999,234.25,359.94,481.84,2,
2003,59,m1x,敗復B組,5,常深智博(浜寺RC),01:53.97,03:59.34,06:09.91,08:19.54,113.97,239.34,369.91,499.54,3,
2003,59,m1x,敗復B組,2,三好貴之(宇和島水産高校A),01:59.95,04:11.29,06:25.28,08:36.86,119.95,251.29,385.28,516.86,4,
2003,60,m1x,敗復C組,3,黒田亮(京都大学D),01:59.70,04:01.69,06:02.14,08:01.02,119.7,241.69,362.14,481.02,1,->Semi-Final
2003,60,m1x,敗復C組,4,河口守(法政大学),01:54.33,03:55.31,06:01.00,08:01.55,114.33,235.31,361.0,481.55,2,
2003,60,m1x,敗復C組,2,森山義之(日本体育大学D),01:58.38,04:03.74,06:12.24,08:20.14,118.38,243.74,372.24,500.14,3,
2003,60,m1x,敗復C組,5,泉歩斗(稚内高校),02:01.88,04:13.42,06:25.96,08:39.51,121.88,253.42,385.96,519.51,4,
2003,61,m1x,敗復D組,4,加納慶達(京都大学A),01:52.97,03:54.70,06:00.36,08:07.09,112.97,234.7,360.36,487.09,1,->Semi-Final
2003,61,m1x,敗復D組,3,高山鉄也(一橋大学A),01:57.69,03:59.19,06:04.54,08:11.91,117.69,239.19,364.54,491.91,2,
2003,61,m1x,敗復D組,2,柴田尚(静岡大学B),01:57.49,04:03.36,06:14.39,08:30.44,117.49000000000001,243.36,374.39,510.44,3,
2003,61,m1x,敗復D組,5,五ノ井将太(釧路工業高校B),02:01.71,04:10.56,06:25.86,08:40.58,121.71,250.56,385.86,520.58,4,
2003,62,m1x,敗復E組,4,山口浩之(日本体育大学E),01:54.16,03:55.72,06:01.19,08:07.55,114.16,235.72,361.19,487.55,1,->Semi-Final
2003,62,m1x,敗復E組,3,野崎鷹昭(仙台大学A),01:52.59,03:55.55,06:04.69,08:13.28,112.59,235.55,364.69,493.28,2,
2003,62,m1x,敗復E組,5,川西亮輔(静岡大学D),02:02.61,04:13.38,06:25.70,08:35.05,122.61,253.38,385.7,515.05,3,
2003,62,m1x,敗復E組,2,小出健介(成蹊大学A),02:04.57,04:13.34,06:26.59,08:36.41,124.57,253.34,386.59,516.41,4,
2003,63,m1x,敗復F組,3,済木謙一(富山国際大学A),01:58.02,04:00.56,06:05.36,08:10.91,118.02000000000001,240.56,365.36,490.91,1,->Semi-Final
2003,63,m1x,敗復F組,4,八張友輔(兵庫大学),01:56.44,04:05.29,06:16.21,08:27.37,116.44,245.29,376.21,507.37,2,
2003,63,m1x,敗復F組,5,久田貴仁(名古屋大学),02:02.66,04:14.48,06:26.24,08:38.49,122.66,254.48,386.24,518.49,3,
2003,63,m1x,敗復F組,2,北爪匡(一橋大学B),02:06.31,04:18.54,06:33.76,08:46.20,126.31,258.54,393.76,526.2,4,
2003,64,m1x,敗復G組,3,内山亮佑(岐阜経済大学A),01:55.96,03:59.76,06:06.64,08:13.44,115.96000000000001,239.76,366.64,493.44,1,->Semi-Final
2003,64,m1x,敗復G組,4,坂本伸治(潮来高校C),01:55.71,04:01.31,06:12.94,08:22.30,115.71000000000001,241.31,372.94,502.3,2,
2003,64,m1x,敗復G組,5,小島純(成蹊大学B),02:03.05,04:08.16,06:17.30,08:29.90,123.05,248.16,377.3,509.9,3,
2003,64,m1x,敗復G組,2,榊龍之介(東京大学B),02:00.52,04:11.89,06:32.29,08:51.63,120.52,251.89,392.29,531.63,4,
2003,65,m1x,敗復H組,3,柏木亮(京都大学C),01:57.89,04:03.28,06:13.98,08:24.74,117.89,243.28,373.98,504.74,1,->Semi-Final
2003,65,m1x,敗復H組,4,堤浩貴(東京大学D),01:57.71,04:06.30,06:24.58,08:42.14,117.71000000000001,246.3,384.58,522.14,2,
2003,65,m1x,敗復H組,2,星川慶充(江戸川大学B),02:02.61,04:13.26,06:31.26,08:42.87,122.61,253.26,391.26,522.87,3,
2003,65,m1x,敗復H組,5,平畠英隆(東京商船大学),02:01.56,04:11.45,06:28.66,08:44.47,121.56,251.45,388.66,524.47,4,
2003,66,m1x,敗復I組,3,山口雄大(小浜水産高校C),02:02.02,04:08.77,06:22.54,08:39.49,122.02,248.77,382.54,519.49,1,->Semi-Final
2003,66,m1x,敗復I組,2,勝山暁(千葉大学),02:03.49,04:15.44,06:33.72,08:53.13,123.49,255.44,393.72,533.13,2,
2003,66,m1x,敗復I組,4,浜田康人(北海道大学A),02:05.92,04:21.82,06:45.07,09:05.28,125.92,261.82,405.07,545.28,3,
2003,66,m1x,敗復I組,5,川尻真也(早稲田実業高校B),02:17.79,04:38.36,07:03.49,09:27.99,137.79,278.36,423.49,567.99,4,
2003,67,m1x,敗復J組,3,栗田恵久(日本体育大学A),02:02.03,04:10.28,06:21.38,08:33.20,122.03,250.28,381.38,513.2,1,->Semi-Final
2003,67,m1x,敗復J組,4,小場健太(静岡大学A),02:04.49,04:15.02,06:31.39,08:48.15,124.49,255.02,391.39,528.15,2,
2003,67,m1x,敗復J組,2,桜井慶一(東京大学C),02:08.04,04:28.92,06:54.94,09:13.34,128.04,268.92,414.94,553.34,3,
2003,67,m1x,敗復J組,5,岡崎昭彦(岐阜経済大学D),02:05.92,04:26.80,06:54.20,09:18.19,125.92,266.8,414.2,558.19,4,
2003,68,m1x,敗復K組,3,山本悠貴(富山国際大学B),02:06.68,04:19.13,06:33.25,08:47.54,126.68,259.13,393.25,527.54,1,->Semi-Final
2003,68,m1x,敗復K組,2,三好広真(松山大学),02:05.94,04:20.34,06:39.78,08:57.07,125.94,260.34,399.78,537.07,2,
2003,68,m1x,敗復K組,4,小林真(早稲田実業高校A),02:14.24,04:35.84,07:02.16,09:23.94,134.24,275.84000000000003,422.16,563.94,3,
2003,68,m1x,敗復K組,5,野添文彬(一橋大学C),02:23.67,04:52.49,07:23.74,09:52.26,143.67000000000002,292.49,443.74,592.26,4,
2003,69,m1x,敗復L組,3,浜木一也(今治南高校B),02:05.04,04:19.98,06:35.34,08:44.07,125.04,259.98,395.34000000000003,524.07,1,->Semi-Final
2003,69,m1x,敗復L組,2,有馬宏樹(宇和島水産高校B),02:11.78,04:34.58,06:57.57,09:19.01,131.78,274.58,417.57,559.01,2,
2003,69,m1x,敗復L組,4,駒村晃(瀬田漕艇C),02:15.78,04:39.85,07:01.58,09:20.68,135.78,279.85,421.58,560.68,3,
2003,69,m1x,敗復L組,5,中西斎(立命館大学A),02:17.70,04:47.75,07:14.58,09:39.14,137.7,287.75,434.58,579.14,4,
2003,70,m1x,敗復M組,3,矢内裕介(潮来高校A),02:00.72,04:11.15,06:24.95,08:31.91,120.72,251.15,384.95,511.91,1,->Semi-Final
2003,70,m1x,敗復M組,2,横山大晃(静岡大学C),02:10.58,04:27.40,06:47.36,09:01.54,130.58,267.4,407.36,541.54,2,
2003,70,m1x,敗復M組,4,伊澤秀幸(東京外国語大学A),02:10.83,04:29.67,06:49.86,09:08.58,130.83,269.67,409.86,548.58,3,
2003,70,m1x,敗復M組,5,天城隆太(釧路工業高校A),02:17.35,04:43.18,07:11.14,09:34.56,137.35,283.18,431.14,574.56,4,
2003,71,m1x,敗復N組,3,西本光幸(関西電力美浜RC),02:05.78,04:13.54,06:22.38,08:35.10,125.78,253.54,382.38,515.1,1,->Semi-Final
2003,71,m1x,敗復N組,2,白石匡亮(日本体育大学B),02:08.69,04:22.78,06:36.94,08:48.82,128.69,262.78,396.94,528.82,2,
2003,71,m1x,敗復N組,4,鵜飼雄太(京都大学B),02:09.82,04:23.41,06:37.94,08:51.10,129.82,263.41,397.94,531.1,3,
2003,71,m1x,敗復N組,5,春山寛明(金沢大学),02:26.36,04:55.12,07:27.04,09:57.41,146.36,295.12,447.04,597.41,4,
2003,72,m1x,敗復O組,3,中村裕実(小浜水産高校A),01:59.78,04:08.77,06:18.22,08:29.09,119.78,248.77,378.22,509.09,1,->Semi-Final
2003,72,m1x,敗復O組,4,中谷太基(岐阜経済大学B),02:05.71,04:18.79,06:34.34,08:48.44,125.71,258.79,394.34000000000003,528.44,2,
2003,72,m1x,敗復O組,2,石森靖明(仙台大学B),02:03.71,04:19.06,06:37.20,08:54.54,123.71,259.06,397.2,534.54,3,
2003,72,m1x,敗復O組,5,野中誠司(立教大学C),02:36.69,05:16.37,07:56.34,10:35.74,156.69,316.37,476.34000000000003,35.74,4,
2003,102,m1x,準決A組,4,篠原潤一(日本大学B),01:49.74,03:45.47,05:45.17,07:42.35,109.74000000000001,225.47,345.17,462.35,1,->Final A
2003,102,m1x,準決A組,1,矢内裕介(潮来高校A),01:50.75,03:49.99,05:48.95,07:44.14,110.75,229.99,348.95,464.14,2,->Final B
2003,102,m1x,準決A組,3,小林亮介(東京医科歯科大学),01:49.96,03:46.17,05:46.67,07:46.40,109.96000000000001,226.17000000000002,346.67,466.4,3,
2003,102,m1x,準決A組,5,梅木賢二(鹿屋体育大学),01:51.75,03:52.81,05:55.07,07:55.54,111.75,232.81,355.07,475.54,4,
2003,102,m1x,準決A組,6,栗田恵久(日本体育大学A),01:53.28,03:52.19,05:55.79,07:57.69,113.28,232.19,355.79,477.69,5,
2003,102,m1x,準決A組,2,北野敦士(金沢学院大学),01:52.94,03:57.40,06:06.44,08:12.99,112.94,237.4,366.44,492.99,6,
2003,103,m1x,準決B組,3,松尾篤(タカニチA),01:51.05,03:46.75,06:01.57,07:46.85,111.05,226.75,361.57,466.85,1,->Final A
2003,103,m1x,準決B組,4,藤木裕也(日本大学A),01:51.67,03:51.54,06:05.74,07:50.76,111.67,231.54,365.74,470.76,2,->Final B
2003,103,m1x,準決B組,1,中村裕実(小浜水産高校A),01:52.31,03:51.90,05:53.58,07:52.53,112.31,231.9,353.58,472.53,3,
2003,103,m1x,準決B組,5,川越翔太(小浜水産高校B),01:53.17,03:58.67,05:52.94,08:05.81,113.17,238.67000000000002,352.94,485.81,4,
2003,103,m1x,準決B組,6,西本光幸(関西電力美浜RC),01:53.97,03:55.22,06:05.22,08:06.96,113.97,235.22,365.22,486.96,5,
2003,103,m1x,準決B組,2,渥美信吾(天竜林業高校),01:56.84,03:59.67,05:46.04,08:09.40,116.84,239.67000000000002,346.04,489.4,6,
2003,104,m1x,準決C組,3,村上健太(今治南高校A),01:50.65,03:48.56,05:51.68,07:58.54,110.65,228.56,351.68,478.54,1,->Final A
2003,104,m1x,準決C組,4,湊義徳(弘前大学),01:53.11,03:53.17,05:58.76,08:03.24,113.11,233.17000000000002,358.76,483.24,2,->Final B
2003,104,m1x,準決C組,2,松田圭司(島根大学),01:53.35,03:56.38,06:03.14,08:09.89,113.35,236.38,363.14,489.89,3,
2003,104,m1x,準決C組,5,黒田亮(京都大学D),01:57.33,04:00.04,06:05.54,08:12.69,117.33,240.04,365.54,492.69,4,
2003,104,m1x,準決C組,6,山口雄大(小浜水産高校C),01:56.60,03:59.44,06:06.86,08:14.95,116.6,239.44,366.86,494.95,5,
2003,104,m1x,準決C組,1,柏木亮(京都大学C),01:56.90,04:01.50,06:10.60,08:21.06,116.9,241.5,370.6,501.06,6,
2003,105,m1x,準決D組,6,浜木一也(今治南高校B),01:52.69,03:53.25,05:56.18,07:55.46,112.69,233.25,356.18,475.46,1,->Final A
2003,105,m1x,準決D組,3,林紘介(洛南高校),01:50.48,03:50.28,05:54.94,07:57.11,110.47999999999999,230.28,354.94,477.11,2,->Final B
2003,105,m1x,準決D組,4,田島勇介(東海大学A),01:56.07,03:57.22,06:00.06,08:00.02,116.07,237.22,360.06,480.02,3,
2003,105,m1x,準決D組,2,高橋忠亮(本郷高校),01:54.24,03:59.11,06:04.69,08:08.94,114.24000000000001,239.11,364.69,488.94,4,
2003,105,m1x,準決D組,5,加納慶達(京都大学A),01:53.65,03:56.54,06:04.99,08:13.11,113.65,236.54,364.99,493.11,5,
2003,105,m1x,準決D組,1,内山亮佑(岐阜経済大学A),01:57.56,04:04.03,06:14.46,08:22.66,117.56,244.03,374.46,502.66,6,
2003,106,m1x,準決E組,3,溝辺達也(東レ滋賀),01:50.35,03:50.90,05:51.84,07:56.02,110.35,230.9,351.84000000000003,476.02,1,->Final A
2003,106,m1x,準決E組,4,兼平隆次(潮来高校B),01:53.66,03:55.61,05:56.46,07:59.37,113.66,235.61,356.46,479.37,2,->Final B
2003,106,m1x,準決E組,5,山口浩之(日本体育大学E),01:55.27,03:56.69,06:01.58,08:03.59,115.27000000000001,236.69,361.58,483.59,3,
2003,106,m1x,準決E組,6,山本悠貴(富山国際大学B),01:57.73,04:02.28,06:04.94,08:05.14,117.72999999999999,242.28,364.94,485.14,4,
2003,106,m1x,準決E組,1,済木謙一(富山国際大学A),01:54.48,03:57.98,06:03.95,08:09.06,114.47999999999999,237.98,363.95,489.06,5,
2003,106,m1x,準決E組,2,山本宏明(立教大学A),01:59.52,04:03.38,06:06.72,08:12.80,119.52000000000001,243.38,366.72,492.8,6,
2003,121,m1x,順決,4,藤木裕也(日本大学A),01:57.22,04:06.12,06:11.31,08:10.44,117.22,246.12,371.31,490.44,1,
2003,121,m1x,順決,3,矢内裕介(潮来高校A),01:57.57,04:06.50,06:11.71,08:11.60,117.57,246.5,371.71,491.6,2,
2003,121,m1x,順決,5,兼平隆次(潮来高校B),01:58.14,04:07.47,06:13.44,08:14.54,118.14,247.47,373.44,494.54,3,
2003,121,m1x,順決,2,林紘介(洛南高校),02:00.45,04:10.50,06:15.62,08:22.84,120.45,250.5,375.62,502.84,4,
2003,121,m1x,順決,1,湊義徳(弘前大学),01:57.81,04:08.92,06:17.78,08:23.98,117.81,248.92,377.78,503.98,5,
2003,122,m1x,決勝,4,松尾篤(タカニチA),01:57.44,03:59.48,06:01.06,08:05.54,117.44,239.48,361.06,485.54,1,
2003,122,m1x,決勝,1,村上健太(今治南高校A),01:56.37,04:00.23,06:01.47,08:06.04,116.37,240.23,361.47,486.04,2,
2003,122,m1x,決勝,3,篠原潤一(日本大学B),01:58.84,04:02.16,06:05.66,08:11.98,118.84,242.16,365.66,491.98,3,
2003,122,m1x,決勝,2,浜木一也(今治南高校B),01:59.24,04:03.51,06:08.46,08:18.18,119.24000000000001,243.51,368.46,498.18,4,
2003,1,w1x,予選A組,1,林真奈美(日田高校),01:58.98,04:08.26,06:18.50,08:29.00,118.97999999999999,248.26,378.5,509.0,1,->Semi-Final
2003,1,w1x,予選A組,3,占部真理子(明治大学A),02:06.95,04:18.84,06:29.23,08:37.17,126.95,258.84,389.23,517.17,2,
2003,1,w1x,予選A組,5,内藤祐子(関西電力小浜),02:04.44,04:18.28,06:29.46,08:41.85,124.44,258.28,389.46,521.85,3,
2003,1,w1x,予選A組,2,河原由香里(京都大学B),02:14.55,04:35.10,06:51.95,09:05.14,134.55,275.1,411.95,545.14,4,
2003,1,w1x,予選A組,4,排藤早苗(長命路RC),02:10.14,04:31.14,06:50.80,09:09.19,130.14,271.14,410.8,549.19,5,
2003,2,w1x,予選B組,2,三輪佑季(ソニー美濃加茂A),02:06.13,04:17.28,06:31.00,08:44.04,126.13,257.28,391.0,524.04,1,->Semi-Final
2003,2,w1x,予選B組,4,米山エリカ(大垣共立銀行B),02:10.70,04:23.34,06:38.97,08:57.22,130.7,263.34,398.97,537.22,2,
2003,2,w1x,予選B組,3,日比野佑香(北海道大学),02:12.92,04:34.88,06:56.41,09:21.30,132.92,274.88,416.40999999999997,561.3,3,
2003,2,w1x,予選B組,5,浅倉朋子(札幌RC),02:13.67,04:50.60,07:14.38,09:37.54,133.67,290.6,434.38,577.54,4,
2003,2,w1x,予選B組,1,浅村直子(香川大学),02:27.50,04:53.81,07:21.48,09:48.56,147.5,293.81,441.48,588.56,5,
2003,3,w1x,予選C組,3,熊倉美咲(早稲田大学),02:01.30,04:07.70,06:17.15,08:25.08,121.3,247.7,377.15,505.08,1,->Semi-Final
2003,3,w1x,予選C組,4,青山恭子(慶應義塾大学),02:03.40,04:12.10,06:25.22,08:36.59,123.4,252.1,385.22,516.59,2,
2003,3,w1x,予選C組,1,奥村麻友(名古屋大学A),02:06.39,04:16.04,06:26.90,08:37.43,126.39,256.04,386.9,517.43,3,
2003,3,w1x,予選C組,2,島田尚子(小浜水産高校),02:04.34,04:12.79,06:27.51,08:42.01,124.34,252.79,387.51,522.01,4,
2003,3,w1x,予選C組,5,美田瞳(東京医科歯科大学),02:23.46,04:44.22,07:08.07,09:33.24,143.46,284.22,428.07,573.24,5,
2003,4,w1x,予選D組,2,坂東慧子(東京外国語大学A),02:02.14,04:08.06,06:16.94,08:28.22,122.14,248.06,376.94,508.22,1,->Semi-Final
2003,4,w1x,予選D組,3,原田尚枝(デンソー),02:02.33,04:11.21,06:21.96,08:32.37,122.33,251.21,381.96,512.37,2,
2003,4,w1x,予選D組,4,玉川由紀(瀬田漕艇C),02:04.54,04:16.06,06:26.94,08:37.64,124.54,256.06,386.94,517.64,3,
2003,4,w1x,予選D組,5,久保佳子(石狩翔陽高校),02:07.58,04:20.67,06:34.87,08:53.96,127.58,260.67,394.87,533.96,4,
2003,4,w1x,予選D組,1,根本優子(成蹊大学),02:09.66,04:26.66,06:46.94,09:04.92,129.66,266.66,406.94,544.92,5,
2003,5,w1x,予選E組,1,竹花ハルカ(明治大学B),02:01.60,04:11.58,06:10.74,08:29.93,121.6,251.58,370.74,509.93,1,->Semi-Final
2003,5,w1x,予選E組,4,小泉美沙子(東京経済大学A),02:08.47,04:23.74,06:36.90,08:46.58,128.47,263.74,396.9,526.58,2,
2003,5,w1x,予選E組,2,河上歩美(米子漕艇クラブ),02:08.24,04:22.30,06:35.29,08:47.58,128.24,262.3,395.29,527.58,3,
2003,5,w1x,予選E組,5,野澤智恵子(学習院大学),02:13.40,04:30.77,06:46.51,08:58.70,133.4,270.77,406.51,538.7,4,
2003,5,w1x,予選E組,3,連下千恵(一橋大学B),02:12.28,04:31.74,06:51.42,09:07.57,132.28,271.74,411.42,547.57,5,
2003,6,w1x,予選F組,3,曽我育恵(今治西高校),02:01.05,04:09.24,06:19.13,08:32.71,121.05,249.24,379.13,512.71,1,->Semi-Final
2003,6,w1x,予選F組,2,小林貴恵(一橋大学A),02:08.54,04:22.41,06:38.98,08:55.21,128.54,262.41,398.98,535.21,2,
2003,6,w1x,予選F組,5,生須有希乃(ソニー美濃加茂B),02:07.71,04:24.69,06:44.06,09:02.16,127.71,264.69,404.06,542.16,3,
2003,6,w1x,予選F組,4,鈴木華(東京外国語大学C),02:21.98,04:48.44,07:18.36,09:49.49,141.98,288.44,438.36,589.49,4,
2003,7,w1x,予選G組,4,川野真由美(熊本学園大学附属高校),02:00.51,04:04.38,06:14.13,08:24.07,120.51,244.38,374.13,504.07,1,->Semi-Final
2003,7,w1x,予選G組,3,八島紀子(京都大学A),02:06.70,04:20.58,06:39.09,08:55.99,126.7,260.58,399.09000000000003,535.99,2,
2003,7,w1x,予選G組,2,佐藤宏美(共立女子大学),02:12.86,04:31.84,06:55.53,09:16.48,132.86,271.84,415.53,556.48,3,
2003,7,w1x,予選G組,5,宮脇優佳(E.R.C.C),02:15.26,04:34.18,07:02.21,09:25.32,135.26,274.18,422.21,565.32,4,
2003,8,w1x,予選H組,4,河崎恵理(明治大学C),02:00.64,04:10.39,06:23.80,08:31.63,120.64,250.39,383.8,511.63,1,->Semi-Final
2003,8,w1x,予選H組,2,早川雪絵(名古屋大学B),02:04.50,04:20.71,06:38.95,08:54.78,124.5,260.71,398.95,534.78,2,
2003,8,w1x,予選H組,3,福島雅代(東京経済大学B),02:09.17,04:26.20,06:45.37,08:59.37,129.17,266.2,405.37,539.37,3,
