year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2015,m2x,予選H組,42,1,日本大学,01:36.55,03:20.84,05:06.57,06:52.63,3,→Semi-Final
2015,m2x,予選H組,42,2,日本医科大学,01:45.60,03:34.97,05:24.35,07:15.56,5,
2015,m2x,予選H組,42,3,立教大学,01:45.03,03:35.70,05:29.74,07:25.15,2,
2015,m2x,予選H組,42,4,岡山大学,01:50.61,03:44.54,05:40.01,07:37.13,1,
2015,m2x,予選H組,42,5,愛知教育大学,01:57.80,03:59.36,06:05.25,08:09.20,4,
2015,m2x,敗復A組,103,1,慶應義塾大学,01:44.10,03:36.59,05:33.96,07:34.85,4,→Semi-Final
2015,m2x,敗復A組,103,2,熊本大学,01:49.27,03:45.32,05:41.74,07:40.86,3,
2015,m2x,敗復A組,103,3,広島工業大学,01:46.48,03:50.47,05:55.75,07:59.76,5,
2015,m2x,敗復A組,103,4,新潟大学,01:53.30,03:56.85,06:00.56,08:02.20,2,
2015,m2x,敗復B組,104,1,岐阜経済大学,01:48.30,03:41.01,05:35.38,07:28.66,4,→Semi-Final
2015,m2x,敗復B組,104,2,日本医科大学,01:50.80,03:44.00,05:37.18,07:31.68,3,
2015,m2x,敗復B組,104,3,広島大学,01:51.74,03:52.96,05:55.81,07:57.08,2,
2015,m2x,敗復B組,104,4,名古屋大学,02:02.86,04:11.09,06:17.87,08:23.86,5,
2015,m2x,敗復C組,105,1,京都大学,01:45.29,03:37.88,05:29.78,07:21.17,3,→Semi-Final
2015,m2x,敗復C組,105,2,茨城大学,01:44.91,03:38.08,05:31.92,07:29.73,4,
2015,m2x,敗復C組,105,3,南山大学,01:51.52,03:52.06,05:51.16,07:51.79,2,
2015,m2x,敗復C組,105,4,滋賀大学教育学部,01:50.99,03:50.12,05:55.40,07:57.01,5,
2015,m2x,敗復D組,106,1,東京外国語大学,01:43.84,03:35.06,05:30.98,07:23.74,3,→Semi-Final
2015,m2x,敗復D組,106,2,慶應義塾大学医学部,01:50.90,03:48.48,05:48.50,07:46.27,4,
2015,m2x,敗復D組,106,3,岡山大学,01:56.00,03:54.07,05:52.78,07:49.41,2,
2015,m2x,敗復D組,106,4,首都大学東京,01:55.45,03:54.98,05:56.88,07:57.51,5,
2015,m2x,敗復E組,107,1,大阪府立大学,01:50.74,03:42.74,05:31.74,07:19.08,3,→Semi-Final
2015,m2x,敗復E組,107,2,立教大学,01:47.64,03:40.07,05:34.16,07:31.59,4,
2015,m2x,敗復E組,107,3,東京医科歯科大学,01:45.38,03:41.78,05:43.19,07:41.15,2,
2015,m2x,敗復E組,107,4,筑波大学,02:12.71,04:18.58,06:30.65,08:39.96,5,
2015,m2x,敗復F組,108,1,法政大学,01:45.39,03:36.64,05:27.88,07:19.02,3,→Semi-Final
2015,m2x,敗復F組,108,2,東海大学,01:46.64,03:39.68,05:36.76,07:33.14,4,
2015,m2x,敗復F組,108,3,一橋大学,01:43.71,03:36.83,05:41.47,07:37.12,2,
2015,m2x,敗復F組,108,4,山口大学,01:58.84,04:04.02,06:09.17,08:08.28,5,
2015,m2x,敗復G組,109,1,明治大学,01:39.08,03:24.53,05:15.31,07:02.79,3,→Semi-Final
2015,m2x,敗復G組,109,2,東京工業大学,01:51.32,03:44.44,05:39.19,07:33.91,4,
2015,m2x,敗復G組,109,3,松山大学,01:45.15,03:41.01,05:37.51,07:39.14,2,
2015,m2x,敗復G組,109,4,名古屋工業大学,01:58.60,04:00.16,06:01.29,08:02.16,5,
2015,m2x,敗復G組,109,5,西南学院大学,01:57.16,04:00.51,06:08.94,08:15.96,1,
2015,m2x,敗復H組,110,1,立命館大学,01:39.30,03:24.80,05:11.77,06:58.75,3,→Semi-Final
2015,m2x,敗復H組,110,2,東京海洋大学,01:45.55,03:37.04,05:29.42,07:21.76,4,
2015,m2x,敗復H組,110,3,関西学院大学,01:40.35,03:32.06,05:29.68,07:26.27,2,
2015,m2x,敗復H組,110,4,愛知教育大学,01:51.06,03:51.89,05:51.38,07:51.34,5,
2015,m2x,敗復H組,110,5,追手門学院大学,01:50.48,03:49.64,05:50.81,07:55.13,1,
2015,m2x,準決A組,161,1,日本大学,01:36.20,03:19.54,05:05.56,06:53.88,3,→Final A
2015,m2x,準決A組,161,2,大阪府立大学,01:46.37,03:32.62,05:18.67,06:59.21,2,→Final B
2015,m2x,準決A組,161,3,京都大学,01:41.23,03:27.97,05:15.75,06:59.73,5,
2015,m2x,準決A組,161,4,岐阜大学,01:39.98,03:25.92,05:14.96,07:08.53,4,
2015,m2x,準決B組,162,1,千葉大学,01:39.28,03:23.65,05:09.29,06:52.06,3,→Final A
2015,m2x,準決B組,162,2,法政大学,01:42.22,03:27.59,05:15.51,06:54.53,2,→Final B
2015,m2x,準決B組,162,3,東京外国語大学,01:37.96,03:22.73,05:12.67,06:57.57,5,
2015,m2x,準決B組,162,4,鳥取大学,01:40.43,03:30.80,05:20.71,07:09.42,4,
2015,m2x,準決C組,163,1,富山国際大学,01:36.72,03:17.98,05:00.23,06:45.93,3,→Final A
2015,m2x,準決C組,163,2,明治大学,01:38.80,03:21.91,05:05.63,06:48.89,2,→Final B
2015,m2x,準決C組,163,3,愛媛大学,01:40.75,03:28.32,05:16.44,07:06.83,4,
2015,m2x,準決C組,163,4,岐阜経済大学,01:42.39,03:30.12,05:18.82,07:08.66,5,
2015,m2x,準決D組,164,1,立命館大学,01:39.37,03:20.75,05:04.00,06:53.92,2,→Final A
2015,m2x,準決D組,164,2,龍谷大学,01:37.09,03:21.48,05:08.22,07:01.22,3,→Final B
2015,m2x,準決D組,164,3,慶應義塾大学,01:39.94,03:25.75,05:15.98,07:08.44,5,
2015,m2x,準決D組,164,4,中央大学,01:39.62,03:26.25,05:17.34,07:10.38,4,
2015,m2x,順決,196,1,明治大学,01:38.34,03:22.32,05:07.98,06:52.31,3,
2015,m2x,順決,196,2,龍谷大学,01:37.34,03:22.11,05:08.74,06:53.68,5,
2015,m2x,順決,196,3,大阪府立大学,01:44.21,03:32.06,05:19.76,07:04.83,2,
2015,m2x,順決,196,4,法政大学,01:43.87,03:32.90,05:22.13,07:05.10,4,
2015,m2x,決勝,208,1,日本大学,01:35.07,03:18.47,05:04.60,06:52.44,2,
2015,m2x,決勝,208,2,富山国際大学,01:37.60,03:24.01,05:09.64,06:55.42,3,
2015,m2x,決勝,208,3,千葉大学,01:39.87,03:27.19,05:14.69,07:02.08,4,
2015,m2x,決勝,208,4,立命館大学,01:40.07,03:25.30,05:13.24,07:04.33,5,
2015,w2x,予選A組,29,1,中央大学,01:50.15,03:48.38,05:48.74,07:43.98,1,→Semi-Final
2015,w2x,予選A組,29,2,日本体育大学,01:52.54,03:49.20,05:47.23,07:45.66,5,
2015,w2x,予選A組,29,3,東京経済大学,01:52.15,03:51.70,05:54.77,07:52.86,4,
2015,w2x,予選A組,29,4,名古屋工業大学,01:54.41,03:59.20,06:03.77,08:04.33,3,
2015,w2x,予選A組,29,5,同志社大学,01:56.66,03:59.60,06:05.17,08:05.80,2,
2015,w2x,予選B組,30,1,富山国際大学,01:52.19,03:48.64,05:51.11,07:52.06,2,→Semi-Final
2015,w2x,予選B組,30,2,法政大学,01:55.72,03:53.87,05:54.83,07:55.60,4,
2015,w2x,予選B組,30,3,京都大学,01:53.06,03:55.28,06:03.03,08:05.76,3,
2015,w2x,予選B組,30,4,東京大学,02:00.22,04:02.78,06:08.18,08:10.71,5,
2015,w2x,予選B組,30,5,松山大学,01:54.43,03:59.94,06:10.42,08:19.74,1,
2015,w2x,予選C組,31,1,一橋大学,01:51.97,03:49.87,05:52.70,07:55.86,5,→Semi-Final
2015,w2x,予選C組,31,2,関西大学,01:55.40,03:53.40,05:55.80,07:56.43,2,
2015,w2x,予選C組,31,3,大阪大学,01:53.77,03:52.84,05:55.98,07:56.76,3,
2015,w2x,予選C組,31,4,共立女子大学,01:57.16,03:58.29,06:03.71,08:05.94,1,
2015,w2x,予選C組,31,5,岡山大学,02:02.10,04:08.19,06:19.00,08:29.31,4,
2015,w2x,予選D組,32,1,立教大学,01:52.47,03:53.27,05:57.06,07:59.13,4,→Semi-Final
2015,w2x,予選D組,32,2,立命館大学,01:56.27,03:57.13,06:03.39,08:07.14,2,
2015,w2x,予選D組,32,3,大阪工業大学,02:06.36,04:17.57,06:31.45,08:44.13,1,
2015,w2x,予選D組,32,4,滋賀大学教育学部,02:08.73,04:21.21,06:34.86,08:49.39,5,
2015,w2x,予選D組,32,5,新潟大学,02:08.49,04:21.43,06:41.16,09:01.98,3,
2015,w2x,予選E組,33,1,明治大学,01:51.94,03:51.04,05:53.26,07:56.78,1,→Semi-Final
2015,w2x,予選E組,33,2,東北大学,01:57.51,04:01.73,06:07.65,08:10.31,3,
2015,w2x,予選E組,33,3,学習院大学,02:05.17,04:12.32,06:20.07,08:28.77,4,
2015,w2x,予選E組,33,4,鳥取大学,02:07.94,04:19.47,06:27.97,08:37.96,5,
2015,w2x,予選E組,33,5,関西学院大学,02:04.85,04:17.35,06:28.62,08:40.94,2,
2015,w2x,予選F組,34,1,早稲田大学,01:55.11,03:53.14,05:52.25,07:50.85,3,→Semi-Final
2015,w2x,予選F組,34,2,龍谷大学,01:55.50,03:55.74,06:01.22,08:07.08,5,
2015,w2x,予選F組,34,3,大阪市立大学,01:57.08,04:00.32,06:07.67,08:12.73,2,
2015,w2x,予選F組,34,4,早稲田大学理工漕艇部,02:06.12,04:20.97,06:37.76,08:49.64,4,
2015,w2x,敗復A組,98,1,大阪大学,02:01.63,04:07.26,06:15.24,08:17.67,3,→Semi-Final
2015,w2x,敗復A組,98,2,名古屋工業大学,02:02.19,04:10.34,06:18.52,08:19.52,4,→Semi-Final
2015,w2x,敗復A組,98,3,学習院大学,02:01.99,04:06.58,06:14.98,08:19.92,5,
2015,w2x,敗復A組,98,4,松山大学,01:59.42,04:09.39,06:27.99,08:42.61,2,
2015,w2x,敗復B組,99,1,大阪市立大学,01:59.51,04:03.72,06:07.42,08:13.28,2,→Semi-Final
2015,w2x,敗復B組,99,2,関西大学,02:03.44,04:08.17,06:10.86,08:20.08,3,→Semi-Final
2015,w2x,敗復B組,99,3,京都大学,02:01.71,04:06.71,06:13.60,08:25.68,4,
2015,w2x,敗復B組,99,4,岡山大学,02:12.85,04:28.20,06:40.29,08:55.63,5,
2015,w2x,敗復C組,100,1,法政大学,02:01.45,04:04.33,06:11.32,08:15.92,3,→Semi-Final
2015,w2x,敗復C組,100,2,同志社大学,02:00.08,04:05.99,06:15.64,08:19.54,4,→Semi-Final
2015,w2x,敗復C組,100,3,東京大学,02:04.40,04:12.65,06:26.00,08:36.11,2,
2015,w2x,敗復C組,100,4,鳥取大学,02:06.48,04:17.11,06:33.13,08:40.59,5,
2015,w2x,敗復C組,100,5,新潟大学,02:11.47,04:28.06,06:47.11,09:04.64,1,
2015,w2x,敗復D組,101,1,東京経済大学,01:57.16,04:00.94,06:04.91,08:10.67,3,→Semi-Final
2015,w2x,敗復D組,101,2,東北大学,01:58.44,04:04.04,06:09.57,08:13.27,2,→Semi-Final
2015,w2x,敗復D組,101,3,共立女子大学,01:58.80,04:05.25,06:12.42,08:17.32,4,
2015,w2x,敗復D組,101,4,関西学院大学,02:05.41,04:18.06,06:27.95,08:41.49,5,
2015,w2x,敗復D組,101,5,早稲田大学理工漕艇部,02:08.06,04:23.20,06:38.33,08:56.71,1,
2015,w2x,敗復E組,102,1,龍谷大学,01:54.13,03:55.70,05:59.79,08:05.00,4,→Semi-Final
2015,w2x,敗復E組,102,2,日本体育大学,01:59.26,04:01.00,06:02.83,08:06.83,3,→Semi-Final
2015,w2x,敗復E組,102,3,立命館大学,01:55.86,04:00.20,06:08.95,08:16.93,2,
2015,w2x,敗復E組,102,4,大阪工業大学,02:09.01,04:23.60,06:40.48,08:54.29,5,
2015,w2x,準決A組,157,1,中央大学,01:50.11,03:46.53,05:44.56,07:40.29,3,→Final A
2015,w2x,準決A組,157,2,大阪市立大学,01:54.57,03:51.48,05:48.60,07:43.71,2,→Final B
2015,w2x,準決A組,157,3,東北大学,01:52.63,03:51.07,05:49.61,07:44.77,4,
2015,w2x,準決A組,157,4,関西大学,01:53.85,03:52.33,05:49.13,07:48.26,5,
2015,w2x,準決B組,158,1,早稲田大学,01:47.37,03:41.21,05:38.00,07:35.37,3,→Final A
2015,w2x,準決B組,158,2,東京経済大学,01:50.83,03:48.87,05:49.85,07:51.99,4,→Final B
2015,w2x,準決B組,158,3,同志社大学,01:53.49,03:54.25,05:56.85,07:55.70,5,
2015,w2x,準決B組,158,4,法政大学,01:56.58,03:57.02,05:58.27,07:59.40,2,
2015,w2x,準決C組,159,1,日本体育大学,01:52.29,03:47.61,05:46.25,07:41.25,2,→Final A
2015,w2x,準決C組,159,2,大阪大学,01:52.97,03:48.42,05:47.19,07:44.05,5,→Final B
2015,w2x,準決C組,159,3,富山国際大学,01:49.80,03:45.10,05:44.98,07:50.92,3,
2015,w2x,準決C組,159,4,立教大学,01:50.18,03:50.64,05:52.75,07:55.12,4,
2015,w2x,準決D組,160,1,明治大学,01:48.71,03:43.00,05:34.62,07:29.53,4,→Final A
2015,w2x,準決D組,160,2,龍谷大学,01:51.73,03:44.37,05:39.07,07:39.23,2,→Final B
2015,w2x,準決D組,160,3,一橋大学,01:51.40,03:51.07,05:54.17,07:54.65,3,
2015,w2x,準決D組,160,4,名古屋工業大学,01:56.36,03:58.10,05:59.44,07:56.75,5,
2015,w2x,順決,195,1,龍谷大学,01:50.93,03:44.04,05:42.66,07:42.07,3,
2015,w2x,順決,195,2,大阪市立大学,01:53.28,03:49.40,05:47.67,07:48.15,4,
2015,w2x,順決,195,3,東京経済大学,01:50.65,03:49.50,05:52.79,07:57.49,5,
2015,w2x,順決,195,4,大阪大学,01:56.46,03:56.36,05:58.31,08:00.62,2,
2015,w2x,決勝,207,1,早稲田大学,01:48.94,03:42.46,05:36.32,07:31.46,4,
2015,w2x,決勝,207,2,明治大学,01:50.59,03:45.32,05:39.88,07:36.06,3,
2015,w2x,決勝,207,3,中央大学,01:49.24,03:45.85,05:43.63,07:40.74,2,
2015,w2x,決勝,207,4,日本体育大学,01:54.75,03:52.18,05:49.62,07:47.93,5,
2015,m2-,予選A組,5,1,富山国際大学,01:44.92,03:36.70,05:30.96,07:23.60,5,→Semi-Final
2015,m2-,予選A組,5,2,岡山大学,01:47.32,03:39.58,05:33.68,07:25.94,3,
2015,m2-,予選A組,5,3,東京海洋大学,01:50.16,03:45.77,05:44.52,07:38.17,4,
2015,m2-,予選A組,5,4,大阪大学,01:53.99,03:51.48,05:52.72,07:49.34,1,
2015,m2-,予選A組,5,5,岐阜経済大学,01:53.25,03:54.16,05:53.32,07:50.83,2,
2015,m2-,予選B組,6,1,一橋大学,01:40.36,03:26.04,05:14.38,07:02.76,2,→Semi-Final
2015,m2-,予選B組,6,2,茨城大学,01:40.73,03:28.86,05:19.43,07:06.49,5,
2015,m2-,予選B組,6,3,京都大学,01:44.21,03:35.69,05:29.05,07:16.40,3,
2015,m2-,予選B組,6,4,大阪府立大学,01:49.68,03:44.49,05:37.88,07:31.15,1,
2015,m2-,予選B組,6,5,名古屋大学,01:50.63,03:45.44,05:42.68,07:37.08,4,
2015,m2-,予選C組,7,1,慶應義塾大学,01:44.65,03:33.69,05:19.83,07:08.05,2,→Semi-Final
2015,m2-,予選C組,7,2,中央大学,01:43.54,03:31.56,05:22.15,07:18.53,4,
2015,m2-,予選C組,7,3,法政大学,01:46.56,03:38.19,05:33.60,07:27.46,5,
2015,m2-,予選C組,7,4,東北大学,01:48.34,03:43.48,05:38.75,07:30.28,3,
2015,m2-,予選D組,8,1,立命館大学,01:39.80,03:26.63,05:15.24,07:00.90,2,→Semi-Final
2015,m2-,予選D組,8,2,早稲田大学,01:42.59,03:32.44,05:26.51,07:19.05,3,
2015,m2-,予選D組,8,3,龍谷大学,01:45.14,03:37.87,05:32.82,07:20.32,5,
2015,m2-,予選D組,8,4,松山大学,01:46.76,03:46.46,05:48.55,07:49.60,4,
2015,m2-,予選E組,9,1,日本大学,01:38.05,03:23.06,05:10.09,06:56.56,3,→Semi-Final
2015,m2-,予選E組,9,2,東京経済大学,01:41.07,03:30.14,05:24.81,07:17.88,5,
2015,m2-,予選E組,9,3,山口大学,01:45.32,03:38.17,05:34.16,07:31.56,4,
2015,m2-,予選E組,9,4,名古屋工業大学,01:49.16,03:46.89,05:46.32,07:41.83,2,
2015,m2-,予選F組,10,1,明治大学,01:42.82,03:31.16,05:23.50,07:13.76,5,→Semi-Final
2015,m2-,予選F組,10,2,東海大学,01:43.22,03:34.90,05:29.02,07:21.90,2,
2015,m2-,予選F組,10,3,立教大学,01:41.84,03:33.11,05:29.90,07:25.54,4,
2015,m2-,予選F組,10,4,関西学院大学,01:51.02,03:47.77,05:48.71,07:45.96,3,
2015,m2-,敗復A組,73,1,早稲田大学,01:43.63,03:34.60,05:30.07,07:23.74,3,→Semi-Final
2015,m2-,敗復A組,73,2,龍谷大学,01:47.47,03:45.08,05:40.89,07:31.99,4,→Semi-Final
2015,m2-,敗復A組,73,3,名古屋工業大学,01:51.27,03:49.14,05:48.03,07:44.17,5,
2015,m2-,敗復A組,73,4,東京海洋大学,01:53.35,03:54.98,06:01.78,08:01.53,2,
2015,m2-,敗復B組,74,1,中央大学,01:45.27,03:35.53,05:29.84,07:24.80,3,→Semi-Final
2015,m2-,敗復B組,74,2,東海大学,01:44.74,03:38.82,05:37.67,07:33.13,4,→Semi-Final
2015,m2-,敗復B組,74,3,名古屋大学,01:48.57,03:45.31,05:44.30,07:40.95,2,
2015,m2-,敗復B組,74,4,関西学院大学,01:51.37,03:52.10,05:56.56,07:55.64,5,
2015,m2-,敗復C組,75,1,東京経済大学,01:44.23,03:38.68,05:36.61,07:35.57,3,→Semi-Final
2015,m2-,敗復C組,75,2,立教大学,01:48.01,03:45.63,05:42.88,07:37.98,4,→Semi-Final
2015,m2-,敗復C組,75,3,山口大学,01:51.72,03:50.64,05:46.92,07:45.78,2,
2015,m2-,敗復C組,75,4,大阪大学,01:55.03,03:58.39,05:56.68,07:59.63,5,
2015,m2-,敗復D組,76,1,京都大学,01:47.20,03:42.15,05:39.03,07:32.78,3,→Semi-Final
2015,m2-,敗復D組,76,2,大阪府立大学,01:53.72,03:50.22,05:45.05,07:37.33,2,→Semi-Final
2015,m2-,敗復D組,76,3,岡山大学,01:49.66,03:47.03,05:43.61,07:37.45,4,
2015,m2-,敗復D組,76,4,松山大学,01:50.93,03:55.14,06:00.57,08:02.73,5,
2015,m2-,敗復E組,77,1,茨城大学,01:44.12,03:34.84,05:29.67,07:22.94,3,→Semi-Final
2015,m2-,敗復E組,77,2,法政大学,01:50.67,03:47.98,05:47.71,07:44.51,4,→Semi-Final
2015,m2-,敗復E組,77,3,東北大学,01:54.98,03:55.85,05:55.25,07:50.44,2,
2015,m2-,敗復E組,77,4,岐阜経済大学,01:59.08,04:03.34,06:09.76,08:14.06,5,
2015,m2-,準決A組,137,1,日本大学,01:37.27,03:21.32,05:09.14,06:59.89,3,→Final A
2015,m2-,準決A組,137,2,京都大学,01:43.33,03:31.03,05:20.76,07:08.26,2,→Final B
2015,m2-,準決A組,137,3,龍谷大学,01:47.15,03:37.60,05:31.13,07:18.22,4,
2015,m2-,準決A組,137,4,法政大学,01:46.12,03:39.02,05:31.37,07:24.35,5,
2015,m2-,準決B組,138,1,立命館大学,01:41.74,03:26.87,05:15.35,07:04.28,3,→Final A
2015,m2-,準決B組,138,2,中央大学,01:43.84,03:31.47,05:20.92,07:10.33,4,→Final B
2015,m2-,準決B組,138,3,東海大学,01:41.96,03:32.83,05:24.55,07:15.46,2,
2015,m2-,準決B組,138,4,立教大学,01:44.61,03:35.36,05:28.74,07:20.32,5,
2015,m2-,準決C組,139,1,一橋大学,01:40.35,03:25.64,05:13.36,07:03.80,3,→Final A
2015,m2-,準決C組,139,2,早稲田大学,01:42.35,03:31.58,05:19.55,07:08.63,2,→Final B
2015,m2-,準決C組,139,3,東京経済大学,01:43.06,03:33.20,05:25.27,07:17.24,5,
2015,m2-,準決C組,139,4,富山国際大学,01:49.78,03:41.33,05:33.20,07:26.92,4,
2015,m2-,準決D組,140,1,茨城大学,01:38.93,03:25.57,05:12.82,06:57.34,2,→Final A
2015,m2-,準決D組,140,2,慶應義塾大学,01:42.41,03:27.02,05:13.08,07:05.21,3,→Final B
2015,m2-,準決D組,140,3,明治大学,01:42.85,03:33.17,05:23.61,07:14.38,4,
2015,m2-,準決D組,140,4,大阪府立大学,01:49.67,03:42.85,05:34.85,07:27.66,5,
2015,m2-,順決,191,1,慶應義塾大学,01:43.51,03:31.57,05:18.32,07:07.31,3,
2015,m2-,順決,191,2,中央大学,01:42.53,03:30.81,05:21.01,07:10.79,5,
2015,m2-,順決,191,3,早稲田大学,01:41.51,03:29.59,05:22.67,07:12.62,2,
2015,m2-,順決,191,4,京都大学,01:44.30,03:33.20,05:24.39,07:19.36,4,
2015,m2-,決勝,203,1,日本大学,01:37.01,03:21.59,05:08.32,06:55.36,4,
2015,m2-,決勝,203,2,立命館大学,01:37.98,03:23.98,05:11.26,06:57.53,5,
2015,m2-,決勝,203,3,茨城大学,01:39.41,03:25.88,05:14.75,07:00.67,3,
2015,m2-,決勝,203,4,一橋大学,01:41.79,03:29.07,05:18.63,07:05.16,2,
2015,w2-,予選A組,1,1,日本体育大学,01:55.56,03:53.17,05:55.64,07:56.21,2,→Semi-Final
2015,w2-,予選A組,1,2,岐阜経済大学,02:00.33,04:01.45,06:02.37,08:03.96,3,
2015,w2-,予選A組,1,3,東北大学,02:00.09,04:06.02,06:13.20,08:17.17,5,
2015,w2-,予選A組,1,4,学習院大学,02:04.93,04:11.08,06:20.01,08:28.94,4,
2015,w2-,予選B組,2,1,富山国際大学,01:55.64,03:53.44,05:54.35,07:54.68,3,→Semi-Final
2015,w2-,予選B組,2,2,法政大学,02:00.81,03:58.95,05:57.96,07:57.20,2,
2015,w2-,予選B組,2,3,立教大学,01:55.97,03:55.64,05:59.31,08:01.69,4,
2015,w2-,予選B組,2,4,東京経済大学,01:57.50,03:56.73,06:00.68,08:04.74,5,
2015,w2-,予選C組,3,1,早稲田大学,01:51.93,03:48.57,05:48.74,07:47.47,5,→Semi-Final
2015,w2-,予選C組,3,2,明治大学,01:53.27,03:53.38,05:57.39,07:53.92,2,
2015,w2-,予選C組,3,3,大阪市立大学,02:01.24,04:04.26,06:09.24,08:14.30,3,
2015,w2-,予選C組,3,4,慶應義塾大学,02:11.02,04:24.82,06:39.91,08:53.60,4,
2015,w2-,予選D組,4,1,立命館大学,01:56.54,03:57.16,05:59.00,08:00.79,2,→Semi-Final
2015,w2-,予選D組,4,2,龍谷大学,01:57.88,04:01.00,06:06.15,08:10.74,3,
2015,w2-,予選D組,4,3,一橋大学,02:02.97,04:13.84,06:27.58,08:40.36,4,
2015,w2-,予選D組,4,4,共立女子大学,02:14.75,04:34.81,06:56.38,09:14.38,5,
2015,w2-,敗復A組,71,1,法政大学,01:58.13,03:58.57,05:59.71,08:01.64,3,→Semi-Final
2015,w2-,敗復A組,71,2,龍谷大学,01:57.33,04:00.31,06:03.57,08:05.27,2,→Semi-Final
2015,w2-,敗復A組,71,3,立教大学,01:55.34,03:56.62,06:00.48,08:05.34,4,
2015,w2-,敗復A組,71,4,大阪市立大学,02:02.26,04:08.94,06:16.66,08:24.45,5,
2015,w2-,敗復A組,71,5,一橋大学,02:03.36,04:16.04,06:31.36,08:46.74,1,
2015,w2-,敗復A組,71,6,慶應義塾大学,02:10.20,04:25.73,06:39.95,08:51.41,6,
2015,w2-,敗復B組,72,1,明治大学,01:55.27,03:58.07,06:00.98,08:02.41,3,→Semi-Final
2015,w2-,敗復B組,72,2,岐阜経済大学,01:59.23,04:01.61,06:04.20,08:07.27,4,→Semi-Final
2015,w2-,敗復B組,72,3,東京経済大学,01:58.94,04:02.44,06:06.87,08:11.29,2,
2015,w2-,敗復B組,72,4,東北大学,02:04.11,04:12.50,06:21.05,08:31.93,5,
2015,w2-,敗復B組,72,5,学習院大学,02:06.64,04:18.31,06:31.66,08:42.11,1,
2015,w2-,敗復B組,72,6,共立女子大学,02:15.51,04:36.38,06:59.50,09:17.25,6,
2015,w2-,準決A組,135,1,早稲田大学,01:51.69,03:48.62,05:46.37,07:41.87,3,→Final A
2015,w2-,準決A組,135,2,立命館大学,01:53.80,03:50.67,05:48.55,07:48.25,4,→Final A
2015,w2-,準決A組,135,3,法政大学,01:55.81,03:54.82,05:54.07,07:51.89,2,→Final B
2015,w2-,準決A組,135,4,岐阜経済大学,01:59.10,04:02.67,06:08.37,08:12.75,5,→Final B
2015,w2-,準決B組,136,1,日本体育大学,01:54.80,03:52.14,05:51.41,07:48.89,4,→Final A
2015,w2-,準決B組,136,2,明治大学,01:52.35,03:49.64,05:50.15,07:50.05,2,→Final A
2015,w2-,準決B組,136,3,富山国際大学,01:56.86,03:54.33,05:53.69,07:54.37,3,→Final B
2015,w2-,準決B組,136,4,龍谷大学,01:55.39,03:54.67,05:56.53,07:59.54,5,→Final B
2015,w2-,順決,190,1,法政大学,01:57.75,03:57.27,05:58.88,07:59.82,3,
2015,w2-,順決,190,2,富山国際大学,01:58.08,03:58.18,06:00.39,08:03.22,4,
2015,w2-,順決,190,3,龍谷大学,01:57.34,03:58.87,06:02.55,08:04.12,2,
2015,w2-,順決,190,4,岐阜経済大学,01:58.63,03:59.50,06:02.04,08:04.79,5,
2015,w2-,決勝,202,1,早稲田大学,01:52.25,03:49.63,05:49.97,07:48.05,3,
2015,w2-,決勝,202,2,立命館大学,01:54.60,03:51.06,05:50.70,07:49.79,4,
2015,w2-,決勝,202,3,日本体育大学,01:54.92,03:52.15,05:51.63,07:52.94,2,
2015,w2-,決勝,202,4,明治大学,01:53.45,03:53.03,05:56.00,07:55.93,5,
2015,m1x,予選A組,19,1,木下 尚也(東京大学),01:48.48,03:41.42,05:37.86,07:35.70,3,→Semi-Final
2015,m1x,予選A組,19,2,中川 拓海(山口大学),01:49.18,03:48.01,05:49.69,07:54.54,5,
2015,m1x,予選A組,19,3,松本 格(岐阜大学),01:54.06,03:55.71,06:02.65,08:04.91,6,
2015,m1x,予選A組,19,4,小田 哲平(大阪府立大学),01:55.93,03:57.39,06:03.69,08:10.01,2,
2015,m1x,予選A組,19,5,三渡 寛士(岡山大学),02:00.92,04:03.86,06:10.06,08:11.91,4,
2015,m1x,予選A組,19,6,牛腸 優介(首都大学東京),01:59.73,04:06.72,06:14.24,08:24.12,1,
2015,m1x,予選B組,20,1,山本 楓馬(日本大学),01:51.42,03:49.67,05:51.25,07:48.71,3,→Semi-Final
2015,m1x,予選B組,20,2,小坂 凌(関西学院大学),01:51.06,03:50.12,05:55.81,07:59.16,4,
2015,m1x,予選B組,20,3,本池 遼太郎(松山大学),01:52.57,03:53.29,06:00.05,08:02.88,2,
2015,m1x,予選B組,20,4,田中 風聖(追手門学院大学),01:58.68,04:04.72,06:13.44,08:18.42,5,
2015,m1x,予選B組,20,5,森 弘樹(小樽商科大学),02:00.75,04:08.33,06:21.23,08:31.97,1,
2015,m1x,予選C組,21,1,坂本 宗一郎(茨城大学),01:47.87,03:41.72,05:39.16,07:37.08,2,→Semi-Final
2015,m1x,予選C組,21,2,岡田 和歩(京都大学),01:53.58,03:53.51,05:55.34,07:47.99,5,
2015,m1x,予選C組,21,3,小松 昌平(名古屋工業大学),01:49.10,03:46.22,05:48.69,07:52.57,3,
2015,m1x,予選C組,21,4,新井 航希(日本体育大学),01:52.28,03:53.71,05:59.74,08:07.22,4,
2015,m1x,予選C組,21,5,能勢 昂尚(大阪大学),01:56.83,04:01.26,06:06.61,08:12.12,1,
