year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2015,m1x,予選D組,22,1,古田 直輝(明治大学),01:43.78,03:37.41,05:34.91,07:30.51,4,→Semi-Final
2015,m1x,予選D組,22,2,川村 浩之(一橋大学),01:50.29,03:45.28,05:42.60,07:40.81,5,
2015,m1x,予選D組,22,3,山崎 隼弥(近畿大学),01:52.69,03:54.24,05:55.79,07:56.62,3,
2015,m1x,予選D組,22,4,菅原 恵(立教大学),01:54.02,03:57.95,06:03.85,08:09.69,2,
2015,m1x,予選D組,22,5,山下 尚也(東海大学),01:57.23,04:04.14,06:10.67,08:13.64,1,
2015,m1x,予選E組,23,1,越智 寛太(筑波大学),01:44.85,03:38.31,05:35.00,07:29.47,4,→Semi-Final
2015,m1x,予選E組,23,2,柳橋 賢(東京医科歯科大学),01:47.86,03:43.26,05:45.08,07:48.21,1,
2015,m1x,予選E組,23,3,砂子田 晶(岩手大学),01:55.80,03:57.72,06:01.10,08:00.36,5,
2015,m1x,予選E組,23,4,長谷川 恭平(東京海洋大学),01:53.66,03:53.85,06:00.06,08:04.53,2,
2015,m1x,予選E組,23,5,高崎 大輝(鹿屋体育大学),01:57.04,04:01.23,06:06.39,08:09.60,3,
2015,m1x,予選F組,24,1,斧澤 友寛(東京経済大学),01:45.80,03:39.85,05:37.83,07:33.27,4,→Semi-Final
2015,m1x,予選F組,24,2,比留間 量(慶應義塾大学),01:53.79,03:54.65,05:58.80,08:02.36,1,
2015,m1x,予選F組,24,3,高橋 慧(成蹊大学),01:56.08,03:58.55,06:02.86,08:06.14,3,
2015,m1x,予選F組,24,4,小川 晃平(愛媛大学),01:56.79,04:05.28,06:14.55,08:22.02,2,
2015,m1x,予選F組,24,5,小島 佳浩(愛知教育大学),02:01.89,04:13.99,06:25.85,08:40.22,5,
2015,m1x,予選G組,25,1,伊藤 拓也(龍谷大学),01:52.12,03:52.34,05:54.31,07:59.48,4,→Semi-Final
2015,m1x,予選G組,25,2,吉田 純(東京外国語大学),01:49.90,03:50.65,05:57.47,08:04.22,5,
2015,m1x,予選G組,25,3,村山 辰徳(成城大学),02:04.02,04:13.04,06:23.11,08:33.24,3,
2015,m1x,予選G組,25,4,紺野 恭祐(東京農業大学網走),02:11.31,04:33.75,06:59.82,09:24.89,1,
2015,m1x,予選H組,26,1,影山 宏次郎(富山国際大学),01:52.48,03:49.34,05:46.59,07:43.34,4,→Semi-Final
2015,m1x,予選H組,26,2,坂元 奎太(熊本学園大学),01:54.40,03:55.41,05:58.02,08:00.83,1,
2015,m1x,予選H組,26,3,土井 祐貴(九州大学),01:59.30,04:05.27,06:12.58,08:18.27,3,
2015,m1x,予選H組,26,4,山岡 純平(鳥取大学),02:00.95,04:08.11,06:17.23,08:29.10,5,
2015,m1x,予選H組,26,5,神名川 真也(東北学院大学),02:09.54,04:27.02,06:48.15,09:08.22,2,
2015,m1x,予選I組,27,1,野口 皓平(広島大学),01:47.67,03:42.71,05:39.28,07:38.79,2,→Semi-Final
2015,m1x,予選I組,27,2,徳森 優太(岐阜経済大学),01:50.75,03:47.51,05:46.39,07:46.48,5,
2015,m1x,予選I組,27,3,谷村 鴻次(中央大学),01:56.15,03:56.04,05:54.08,07:55.78,1,
2015,m1x,予選I組,27,4,星野 夏貴(同志社大学),01:54.16,03:55.47,05:59.03,07:59.25,4,
2015,m1x,予選I組,27,5,森田 明仁(学習院大学),01:57.74,04:05.60,06:16.16,08:26.78,3,
2015,m1x,予選J組,28,1,鈴木 洋輔(九州工業大学),01:48.64,03:45.37,05:46.44,07:41.81,1,→Semi-Final
2015,m1x,予選J組,28,2,鈴木 駿介(東北大学),01:55.63,03:54.68,05:56.43,07:58.21,2,
2015,m1x,予選J組,28,3,宇治川 直輝(島根大学),01:53.23,03:55.78,06:03.08,08:12.11,5,
2015,m1x,予選J組,28,4,高木 悠佑(名古屋大学),01:54.10,03:58.30,06:08.75,08:14.87,3,
2015,m1x,予選J組,28,5,宮田 勝行(防衛大学校),01:59.64,04:12.20,06:26.40,08:39.73,4,
2015,m1x,敗復A組,86,1,星野 夏貴(同志社大学),01:53.75,03:55.69,06:00.13,08:07.06,4,→Semi-Final
2015,m1x,敗復A組,86,2,小坂 凌(関西学院大学),01:55.33,03:56.44,06:03.70,08:13.61,3,
2015,m1x,敗復A組,86,3,小川 晃平(愛媛大学),02:00.70,04:07.56,06:16.20,08:25.94,5,
2015,m1x,敗復A組,86,4,田中 風聖(追手門学院大学),01:55.63,04:07.87,06:23.07,08:37.47,2,
2015,m1x,敗復B組,87,1,砂子田 晶(岩手大学),02:00.10,04:04.14,06:08.62,08:08.83,4,→Semi-Final
2015,m1x,敗復B組,87,2,鈴木 駿介(東北大学),02:00.38,04:03.18,06:06.75,08:09.85,3,
2015,m1x,敗復B組,87,3,土井 祐貴(九州大学),02:03.03,04:10.90,06:20.24,08:30.73,2,
2015,m1x,敗復B組,87,4,牛腸 優介(首都大学東京),02:06.95,04:17.86,06:33.45,08:47.27,5,
2015,m1x,敗復C組,88,1,山崎 隼弥(近畿大学),01:56.82,03:59.93,06:02.54,08:04.98,3,→Semi-Final
2015,m1x,敗復C組,88,2,坂元 奎太(熊本学園大学),01:56.25,04:01.72,06:06.27,08:08.98,4,
2015,m1x,敗復C組,88,3,高木 悠佑(名古屋大学),01:57.91,04:07.77,06:20.65,08:29.95,2,
2015,m1x,敗復C組,88,4,森田 明仁(学習院大学),01:58.82,04:10.63,06:25.82,08:37.85,5,
2015,m1x,敗復D組,89,1,谷村 鴻次(中央大学),01:53.35,03:52.07,05:54.92,07:59.87,3,→Semi-Final
2015,m1x,敗復D組,89,2,比留間 量(慶應義塾大学),01:52.10,03:57.74,06:05.19,08:11.99,4,
2015,m1x,敗復D組,89,3,山下 尚也(東海大学),01:58.08,04:06.11,06:16.24,08:22.51,2,
2015,m1x,敗復D組,89,4,山岡 純平(鳥取大学),01:59.40,04:08.88,06:22.11,08:34.24,5,
2015,m1x,敗復E組,90,1,中川 拓海(山口大学),01:55.47,03:58.00,06:00.95,08:04.45,3,→Semi-Final
2015,m1x,敗復E組,90,2,本池 遼太郎(松山大学),01:55.02,03:59.24,06:06.26,08:13.72,4,
2015,m1x,敗復E組,90,3,能勢 昂尚(大阪大学),01:58.53,04:04.81,06:12.06,08:18.45,2,
2015,m1x,敗復E組,90,4,森 弘樹(小樽商科大学),02:01.15,04:15.04,06:30.31,08:41.99,5,
2015,m1x,敗復F組,91,1,小松 昌平(名古屋工業大学),01:53.87,03:54.34,05:56.23,08:03.43,3,→Semi-Final
2015,m1x,敗復F組,91,2,吉田 純(東京外国語大学),01:58.57,04:04.50,06:11.39,08:17.20,4,
2015,m1x,敗復F組,91,3,宇治川 直輝(島根大学),02:01.18,04:06.01,06:14.29,08:21.68,2,
2015,m1x,敗復F組,91,4,村山 辰徳(成城大学),02:09.40,04:21.17,06:37.91,08:53.26,5,
2015,m1x,敗復G組,92,1,柳橋 賢(東京医科歯科大学),01:52.12,03:50.77,05:53.90,07:54.16,3,→Semi-Final
2015,m1x,敗復G組,92,2,長谷川 恭平(東京海洋大学),01:58.43,04:03.06,06:14.88,08:26.02,4,
2015,m1x,敗復G組,92,3,三渡 寛士(岡山大学),02:07.16,04:16.70,06:27.83,08:33.18,2,
2015,m1x,敗復G組,92,4,宮田 勝行(防衛大学校),02:04.46,04:15.62,06:31.06,08:51.79,5,
2015,m1x,敗復H組,93,1,岡田 和歩(京都大学),01:56.77,04:02.14,06:09.78,08:09.61,3,→Semi-Final
2015,m1x,敗復H組,93,2,松本 格(岐阜大学),02:01.65,04:10.09,06:23.32,08:29.84,4,
2015,m1x,敗復H組,93,3,小田 哲平(大阪府立大学),02:01.09,04:09.70,06:22.27,08:32.52,2,
2015,m1x,敗復H組,93,4,小島 佳浩(愛知教育大学),02:12.74,04:30.65,06:51.02,09:10.75,5,
2015,m1x,敗復I組,94,1,徳森 優太(岐阜経済大学),01:53.34,03:56.41,06:07.82,08:15.67,3,→Semi-Final
2015,m1x,敗復I組,94,2,高橋 慧(成蹊大学),02:01.07,04:10.15,06:22.13,08:36.39,4,
2015,m1x,敗復I組,94,3,菅原 恵(立教大学),01:53.51,04:14.01,06:46.31,09:03.39,2,
2015,m1x,敗復I組,94,4,神名川 真也(東北学院大学),02:08.72,04:31.24,06:53.81,09:10.90,5,
2015,m1x,敗復J組,95,1,川村 浩之(一橋大学),01:58.29,04:02.34,06:11.97,08:18.44,3,→Semi-Final
2015,m1x,敗復J組,95,2,新井 航希(日本体育大学),02:00.76,04:04.92,06:17.54,08:33.87,4,
2015,m1x,敗復J組,95,3,高崎 大輝(鹿屋体育大学),02:05.54,04:19.00,06:32.76,08:43.25,2,
2015,m1x,敗復J組,95,4,紺野 恭祐(東京農業大学網走),02:13.77,04:41.92,07:20.20,09:46.94,5,
2015,m1x,準決A組,151,1,越智 寛太(筑波大学),01:44.23,03:37.27,05:31.69,07:30.17,3,→Final A
2015,m1x,準決A組,151,2,影山 宏次郎(富山国際大学),01:50.20,03:44.79,05:39.06,07:36.49,4,→Final B
2015,m1x,準決A組,151,3,山本 楓馬(日本大学),01:47.57,03:43.14,05:44.97,07:45.91,2,
2015,m1x,準決A組,151,4,山崎 隼弥(近畿大学),01:50.50,03:48.23,05:48.73,07:46.35,1,
2015,m1x,準決A組,151,5,中川 拓海(山口大学),01:50.87,03:49.55,05:50.01,07:52.69,5,
2015,m1x,準決B組,152,1,古田 直輝(明治大学),01:47.07,03:35.03,05:31.35,07:28.02,3,→Final A
2015,m1x,準決B組,152,2,鈴木 洋輔(九州工業大学),01:46.49,03:40.59,05:38.53,07:38.35,4,→Final B
2015,m1x,準決B組,152,3,小松 昌平(名古屋工業大学),01:48.39,03:46.15,05:46.21,07:47.42,5,
2015,m1x,準決B組,152,4,星野 夏貴(同志社大学),01:51.41,03:50.41,05:48.43,07:48.13,1,
2015,m1x,準決B組,152,5,伊藤 拓也(龍谷大学),01:50.03,03:49.83,05:54.34,08:02.56,2,
2015,m1x,準決C組,153,1,斧澤 友寛(東京経済大学),01:43.41,03:34.56,05:29.41,07:25.77,3,→Final A
2015,m1x,準決C組,153,2,野口 皓平(広島大学),01:45.53,03:37.74,05:33.07,07:27.94,4,→Final B
2015,m1x,準決C組,153,3,谷村 鴻次(中央大学),01:51.82,03:45.31,05:42.16,07:39.64,2,
2015,m1x,準決C組,153,4,川村 浩之(一橋大学),01:48.94,03:44.14,05:43.23,07:41.70,1,
2015,m1x,準決C組,153,5,砂子田 晶(岩手大学),01:50.12,03:50.31,05:51.97,07:51.05,5,
2015,m1x,準決D組,154,1,柳橋 賢(東京医科歯科大学),01:47.01,03:41.12,05:35.56,07:26.44,2,→Final A
2015,m1x,準決D組,154,2,坂本 宗一郎(茨城大学),01:44.80,03:37.91,05:32.36,07:26.78,4,→Final B
2015,m1x,準決D組,154,3,徳森 優太(岐阜経済大学),01:46.55,03:38.51,05:32.66,07:37.27,1,
2015,m1x,準決D組,154,4,木下 尚也(東京大学),01:48.15,03:42.10,05:40.67,07:41.24,3,
2015,m1x,準決D組,154,5,岡田 和歩(京都大学),01:50.71,03:48.70,05:49.28,07:44.62,5,
2015,m1x,順決,193,1,野口 皓平(広島大学),01:48.07,03:42.75,05:38.68,07:32.97,4,
2015,m1x,順決,193,2,影山 宏次郎(富山国際大学),01:47.43,03:42.54,05:39.00,07:34.82,2,
2015,m1x,順決,193,3,坂本 宗一郎(茨城大学),01:48.38,03:44.18,05:42.87,07:37.86,3,
2015,m1x,順決,193,4,鈴木 洋輔(九州工業大学),01:49.32,03:46.36,05:46.68,07:44.44,5,
2015,m1x,決勝,205,1,古田 直輝(明治大学),01:41.99,03:31.14,05:26.50,07:22.60,2,
2015,m1x,決勝,205,2,斧澤 友寛(東京経済大学),01:43.07,03:33.81,05:30.26,07:24.96,3,
2015,m1x,決勝,205,3,越智 寛太(筑波大学),01:45.55,03:38.94,05:34.95,07:30.32,5,
2015,m1x,決勝,205,4,柳橋 賢(東京医科歯科大学),01:45.91,03:41.57,05:40.97,07:38.17,4,
2015,w1x,予選A組,11,1,米川 志保(早稲田大学),01:52.78,03:53.53,05:59.74,08:05.35,5,→Semi-Final
2015,w1x,予選A組,11,2,関根 優佳(名古屋大学),01:56.43,04:01.47,06:07.45,08:11.66,2,
2015,w1x,予選A組,11,3,川本 藍(日本体育大学),01:57.34,04:01.02,06:06.39,08:12.75,4,
2015,w1x,予選A組,11,4,濱口 由紀子(京都大学),01:57.93,04:01.21,06:09.17,08:17.28,1,
2015,w1x,予選A組,11,5,上小手 千尋(熊本大学),02:01.49,04:13.21,06:28.80,08:43.34,3,
2015,w1x,予選B組,12,1,大西 花歩(龍谷大学),01:58.55,04:02.39,06:08.61,08:17.27,3,→Semi-Final
2015,w1x,予選B組,12,2,大田 唯(滋賀大学教育学部),01:58.90,04:05.67,06:16.67,08:25.60,1,
2015,w1x,予選B組,12,3,田崎 結女(中央大学),02:04.77,04:15.55,06:28.35,08:39.62,2,
2015,w1x,予選B組,12,4,野崎 美里(金沢大学),02:02.71,04:17.94,06:36.17,08:48.73,5,
2015,w1x,予選B組,12,5,藤巻 奈美(日本女子体育大学),02:09.50,04:27.28,06:50.23,09:09.03,4,
2015,w1x,予選C組,13,1,植松 詩織(岐阜経済大学),01:54.72,04:00.04,06:08.01,08:17.15,2,→Semi-Final
2015,w1x,予選C組,13,2,加藤 笑(立教大学),01:55.76,04:02.80,06:13.07,08:24.05,5,
2015,w1x,予選C組,13,3,北野 麻央子(大阪市立大学),02:05.27,04:17.74,06:32.65,08:48.72,3,
2015,w1x,予選C組,13,4,村越 有里(岡山大学),02:06.05,04:22.17,06:39.77,08:56.93,1,
2015,w1x,予選C組,13,5,山中 萌(松山大学),02:09.01,04:31.30,06:55.82,09:17.52,4,
2015,w1x,予選D組,14,1,領木 暦(関西大学),01:58.92,04:06.34,06:15.31,08:25.25,5,→Semi-Final
2015,w1x,予選D組,14,2,恩田 栞奈(防衛大学校),02:03.82,04:16.30,06:30.76,08:44.95,3,
2015,w1x,予選D組,14,3,妻木 綾子(神戸大学),02:10.23,04:26.00,06:41.55,08:57.07,2,
2015,w1x,予選D組,14,4,寺坂 優里(近畿大学),02:08.24,04:23.29,06:40.70,08:59.84,4,
2015,w1x,予選D組,14,5,神林 由佳(東京大学),02:13.87,04:28.60,06:45.30,09:03.13,1,
2015,w1x,予選E組,15,1,成瀬 歩美(明治大学),01:53.46,03:55.94,06:01.94,08:06.10,5,→Semi-Final
2015,w1x,予選E組,15,2,則近 涼子(鹿屋体育大学),02:01.17,04:08.44,06:16.03,08:22.09,4,
2015,w1x,予選E組,15,3,鈴木 望美(新潟大学),02:00.26,04:08.89,06:18.84,08:29.33,2,
2015,w1x,予選E組,15,4,小暮 みのり(成蹊大学),02:05.52,04:17.64,06:29.22,08:39.28,1,
2015,w1x,予選E組,15,5,青山 桃子(大阪府立大学),02:09.86,04:27.46,06:46.00,09:04.30,3,
2015,w1x,予選F組,16,1,甲斐 可奈(富山国際大学),02:02.46,04:12.34,06:23.81,08:31.15,2,→Semi-Final
2015,w1x,予選F組,16,2,岩辻 亜耶(一橋大学),02:09.25,04:22.62,06:37.33,08:50.52,1,
2015,w1x,予選F組,16,3,柴田 知実(筑波大学),02:05.50,04:17.89,06:34.48,08:54.54,5,
2015,w1x,予選F組,16,4,越田 美咲(南山大学),02:08.80,04:22.91,06:40.29,08:58.25,3,
2015,w1x,予選F組,16,5,伊藤 香保(東京外国語大学),02:07.35,04:23.29,06:43.85,09:01.70,4,
2015,w1x,予選G組,17,1,後藤 春可(島根大学),02:09.58,04:07.28,06:15.13,08:23.23,2,→Semi-Final
2015,w1x,予選G組,17,2,加藤 紗愛(仙台大学),01:59.16,04:05.49,06:17.79,08:34.28,1,
2015,w1x,予選G組,17,3,岡本 あずさ(大阪工業大学),02:09.96,04:22.35,06:36.82,08:51.16,5,
2015,w1x,予選G組,17,4,八田 佑花(追手門学院大学),02:08.80,04:22.76,06:37.91,08:51.83,4,
2015,w1x,予選G組,17,5,高瀬 絵留萌(同志社大学),02:09.61,04:29.70,06:52.03,09:13.90,3,
2015,w1x,予選H組,18,1,河村 知美(東京経済大学),02:03.13,04:11.21,06:21.16,08:32.37,4,→Semi-Final
2015,w1x,予選H組,18,2,藤原 伶衣(法政大学),02:02.33,04:10.24,06:23.25,08:33.50,2,
2015,w1x,予選H組,18,3,市川 麻耶(茨城大学),01:58.19,04:07.77,06:24.60,08:42.72,5,
2015,w1x,予選H組,18,4,岩崎 祥子(東京医科歯科大学),02:13.73,04:28.91,06:49.91,09:09.08,3,
2015,w1x,敗復A組,78,1,藤原 伶衣(法政大学),02:04.97,04:18.87,06:34.46,08:48.65,3,→Semi-Final
2015,w1x,敗復A組,78,2,加藤 紗愛(仙台大学),02:06.84,04:22.19,06:39.55,08:53.07,4,
2015,w1x,敗復A組,78,3,寺坂 優里(近畿大学),02:14.21,04:37.45,07:03.50,09:24.73,2,
2015,w1x,敗復A組,78,4,伊藤 香保(東京外国語大学),02:13.94,04:39.81,07:04.02,09:27.37,5,
2015,w1x,敗復B組,79,1,鈴木 望美(新潟大学),02:02.14,04:15.52,06:32.74,08:49.00,3,→Semi-Final
2015,w1x,敗復B組,79,2,小暮 みのり(成蹊大学),02:09.01,04:26.94,06:44.57,08:58.76,4,
2015,w1x,敗復B組,79,3,神林 由佳(東京大学),02:18.12,04:39.81,07:03.11,09:20.76,5,
2015,w1x,敗復B組,79,4,越田 美咲(南山大学),02:13.68,04:37.33,07:03.54,09:26.38,2,
2015,w1x,敗復C組,80,1,大田 唯(滋賀大学教育学部),02:04.56,04:15.12,06:28.52,08:40.75,3,→Semi-Final
2015,w1x,敗復C組,80,2,田崎 結女(中央大学),02:06.55,04:20.25,06:38.17,08:54.74,4,
2015,w1x,敗復C組,80,3,妻木 綾子(神戸大学),02:12.38,04:30.55,06:49.15,09:06.59,2,
2015,w1x,敗復C組,80,4,青山 桃子(大阪府立大学),02:14.08,04:35.71,06:58.44,09:21.51,5,
2015,w1x,敗復D組,81,1,加藤 笑(立教大学),01:58.04,04:08.28,06:22.31,08:37.36,3,→Semi-Final
2015,w1x,敗復D組,81,2,市川 麻耶(茨城大学),02:01.94,04:17.98,06:39.22,08:56.71,4,
2015,w1x,敗復D組,81,3,村越 有里(岡山大学),02:08.11,04:26.08,06:46.15,09:05.11,2,
2015,w1x,敗復D組,81,4,藤巻 奈美(日本女子体育大学),02:14.02,04:33.10,06:53.70,09:12.12,5,
2015,w1x,敗復E組,82,1,則近 涼子(鹿屋体育大学),02:01.69,04:11.11,06:23.69,08:34.84,3,→Semi-Final
2015,w1x,敗復E組,82,2,上小手 千尋(熊本大学),02:04.12,04:17.93,06:33.88,08:51.63,4,
2015,w1x,敗復E組,82,3,岩崎 祥子(東京医科歯科大学),02:12.69,04:28.17,06:44.97,09:02.77,5,
2015,w1x,敗復E組,82,4,柴田 知実(筑波大学),02:07.34,04:25.22,06:45.94,09:08.04,2,
2015,w1x,敗復F組,83,1,濱口 由紀子(京都大学),02:02.34,04:12.64,06:25.45,08:33.18,3,→Semi-Final
2015,w1x,敗復F組,83,2,恩田 栞奈(防衛大学校),02:07.77,04:24.61,06:43.48,08:58.92,4,
2015,w1x,敗復F組,83,3,八田 佑花(追手門学院大学),02:11.09,04:29.50,06:48.82,09:06.11,2,
2015,w1x,敗復F組,83,4,高瀬 絵留萌(同志社大学),02:13.93,04:41.11,07:10.66,09:35.46,5,
2015,w1x,敗復G組,84,1,川本 藍(日本体育大学),02:03.62,04:11.20,06:22.89,08:34.85,3,→Semi-Final
2015,w1x,敗復G組,84,2,北野 麻央子(大阪市立大学),02:08.14,04:24.81,06:44.42,09:04.51,4,
2015,w1x,敗復G組,84,3,岡本 あずさ(大阪工業大学),02:13.41,04:30.66,06:51.01,09:10.60,2,
2015,w1x,敗復G組,84,4,山中 萌(松山大学),02:13.76,04:38.12,07:05.48,09:30.83,5,
2015,w1x,敗復H組,85,1,関根 優佳(名古屋大学),02:01.02,04:10.58,06:19.43,08:24.88,3,→Semi-Final
2015,w1x,敗復H組,85,2,野崎 美里(金沢大学),02:08.27,04:26.37,06:46.00,09:01.03,4,
2015,w1x,敗復H組,85,3,岩辻 亜耶(一橋大学),02:13.13,04:34.44,06:55.35,09:13.54,2,
2015,w1x,準決A組,147,1,米川 志保(早稲田大学),01:52.58,03:51.61,05:54.73,07:53.51,3,→Final A
2015,w1x,準決A組,147,2,川本 藍(日本体育大学),01:55.30,03:56.16,05:59.07,07:54.27,2,→Final B
2015,w1x,準決A組,147,3,加藤 笑(立教大学),01:56.78,04:02.64,06:11.36,08:21.15,5,
2015,w1x,準決A組,147,4,河村 知美(東京経済大学),02:03.88,04:09.02,06:18.06,08:28.62,4,
2015,w1x,準決B組,148,1,成瀬 歩美(明治大学),01:53.44,03:56.12,06:01.99,08:07.61,3,→Final A
2015,w1x,準決B組,148,2,則近 涼子(鹿屋体育大学),01:59.05,04:04.28,06:09.69,08:15.51,2,→Final B
2015,w1x,準決B組,148,3,大田 唯(滋賀大学教育学部),02:00.38,04:06.07,06:14.51,08:22.93,5,
2015,w1x,準決B組,148,4,甲斐 可奈(富山国際大学),02:02.97,04:13.70,06:23.51,08:31.79,4,
2015,w1x,準決C組,149,1,植松 詩織(岐阜経済大学),01:54.88,03:57.42,06:00.67,08:03.40,3,→Final A
2015,w1x,準決C組,149,2,濱口 由紀子(京都大学),01:58.19,04:00.04,06:01.88,08:04.80,2,→Final B
2015,w1x,準決C組,149,3,領木 暦(関西大学),01:57.82,04:01.11,06:04.33,08:08.92,4,
2015,w1x,準決C組,149,4,藤原 伶衣(法政大学),02:02.05,04:11.71,06:22.48,08:25.98,5,
2015,w1x,準決D組,150,1,関根 優佳(名古屋大学),01:57.35,04:02.56,06:07.34,08:11.04,2,→Final A
2015,w1x,準決D組,150,2,大西 花歩(龍谷大学),01:59.20,04:04.11,06:11.96,08:22.02,3,→Final B
2015,w1x,準決D組,150,3,鈴木 望美(新潟大学),01:58.08,04:05.79,06:19.42,08:29.92,5,
2015,w1x,準決D組,150,4,後藤 春可(島根大学),02:00.05,04:09.09,06:22.03,08:33.35,4,
2015,w1x,順決,192,1,川本 藍(日本体育大学),01:58.13,04:02.51,06:08.08,08:12.41,3,
2015,w1x,順決,192,2,大西 花歩(龍谷大学),02:01.27,04:05.76,06:12.76,08:17.01,5,
2015,w1x,順決,192,3,濱口 由紀子(京都大学),01:59.94,04:06.74,06:14.84,08:18.74,4,
2015,w1x,順決,192,4,則近 涼子(鹿屋体育大学),02:00.39,04:07.67,06:15.34,08:19.74,2,
2015,w1x,決勝,204,1,米川 志保(早稲田大学),01:52.06,03:52.48,05:57.38,08:00.76,3,
2015,w1x,決勝,204,2,成瀬 歩美(明治大学),01:53.90,03:55.86,06:01.96,08:05.68,2,
2015,w1x,決勝,204,3,関根 優佳(名古屋大学),01:57.40,04:02.34,06:08.25,08:10.94,5,
2015,w1x,決勝,204,4,植松 詩織(岐阜経済大学),01:55.82,04:01.31,06:08.76,08:13.98,4,
2015,m2+,予選A組,96,1,早稲田大学,01:51.74,03:51.73,05:50.17,07:52.12,4,→Final A
2015,m2+,予選A組,96,2,日本大学,02:00.16,04:03.26,06:02.98,08:06.19,1,
2015,m2+,予選A組,96,3,京都大学,01:59.79,04:07.98,06:15.56,08:22.73,5,
2015,m2+,予選A組,96,4,立命館大学,02:02.67,04:11.49,06:17.64,08:25.29,3,
2015,m2+,予選A組,96,5,西南学院大学,02:07.10,04:23.79,06:43.93,09:03.09,2,
2015,m2+,予選B組,97,1,慶應義塾大学,01:55.33,03:53.65,05:50.07,07:50.48,5,→Final A
2015,m2+,予選B組,97,2,明治大学,01:53.93,03:51.66,05:50.94,07:55.87,3,
2015,m2+,予選B組,97,3,東北大学,01:54.36,03:53.99,05:52.76,07:56.60,2,
2015,m2+,予選B組,97,4,一橋大学,01:53.47,03:53.04,05:55.48,08:05.34,1,
2015,m2+,予選B組,97,5,東京大学,01:57.40,04:01.79,06:06.12,08:13.78,4,
2015,m2+,敗復A組,155,1,一橋大学,01:52.34,03:43.39,05:38.83,07:34.26,4,→Final A
2015,m2+,敗復A組,155,2,東北大学,01:55.41,03:46.80,05:43.04,07:36.65,3,→Final B
2015,m2+,敗復A組,155,3,立命館大学,01:56.22,03:51.66,05:51.91,07:50.74,5,→Final B
2015,m2+,敗復A組,155,4,京都大学,01:56.99,03:56.43,06:01.05,08:05.42,2,
2015,m2+,敗復B組,156,1,明治大学,01:50.18,03:44.07,05:44.50,07:42.28,3,→Final A
2015,m2+,敗復B組,156,2,日本大学,01:51.29,03:46.65,05:47.70,07:46.72,4,→Final B
2015,m2+,敗復B組,156,3,東京大学,01:53.48,03:51.40,05:57.51,07:58.05,2,→Final B
2015,m2+,敗復B組,156,4,西南学院大学,02:03.15,04:13.71,06:28.71,08:36.79,5,
2015,m2+,順決,194,1,東北大学,01:52.25,03:46.80,05:43.25,07:38.60,3,
2015,m2+,順決,194,2,日本大学,01:51.13,03:46.57,05:44.95,07:39.76,4,
2015,m2+,順決,194,3,東京大学,01:52.93,03:49.14,05:49.62,07:45.58,5,
2015,m2+,順決,194,4,立命館大学,01:55.51,03:55.14,05:57.41,07:58.03,2,
2015,m2+,決勝,206,1,早稲田大学,01:49.32,03:43.68,05:37.05,07:29.28,4,
2015,m2+,決勝,206,2,慶應義塾大学,01:51.99,03:45.57,05:40.61,07:33.75,3,
2015,m2+,決勝,206,3,一橋大学,01:51.63,03:47.25,05:43.95,07:35.37,2,
2015,m2+,決勝,206,4,明治大学,01:50.61,03:46.36,05:43.40,07:39.55,5,
2015,m4-,予選A組,43,1,日本大学,01:35.90,03:12.13,04:46.38,06:17.36,5,→Semi-Final
2015,m4-,予選A組,43,2,立教大学,01:32.70,03:08.00,04:43.95,06:17.69,4,
2015,m4-,予選A組,43,3,慶應義塾大学,01:37.41,03:16.27,04:55.11,06:33.30,2,
2015,m4-,予選A組,43,4,東海大学,01:35.49,03:17.06,05:02.55,06:46.75,3,
2015,m4-,予選B組,44,1,明治大学,01:33.22,03:10.79,04:49.33,06:24.94,4,→Semi-Final
2015,m4-,予選B組,44,2,京都大学,01:33.94,03:14.11,04:56.49,06:37.69,5,
2015,m4-,予選B組,44,3,日本体育大学,01:37.35,03:21.11,05:04.65,06:46.45,3,
2015,m4-,予選B組,44,4,広島大学,01:46.43,03:39.65,05:35.34,07:27.13,2,
2015,m4-,予選C組,45,1,一橋大学,01:31.36,03:08.98,04:48.97,06:26.47,5,→Semi-Final
2015,m4-,予選C組,45,2,東北大学,01:35.03,03:14.93,04:54.26,06:29.75,4,
2015,m4-,予選C組,45,3,東京外国語大学,01:34.03,03:13.29,04:53.91,06:35.16,3,
2015,m4-,予選C組,45,4,東京経済大学,01:35.44,03:15.29,04:56.91,06:35.92,2,
2015,m4-,予選D組,46,1,仙台大学,01:31.29,03:07.80,04:44.67,06:24.58,5,→Semi-Final
2015,m4-,予選D組,46,2,早稲田大学,01:32.35,03:10.44,04:50.20,06:28.62,3,
