,year,block,sex,category,order,name,time,age,team
1999,2011,A_tyugoku,F,19～29才：軽量級,12,門田 英子,08:54.1,21,鳥取大学医学部
2000,2011,A_tyugoku,F,19～29才：軽量級,13,神谷 寛子,08:54.6,28,福山RC
2001,2011,A_tyugoku,F,19～29才：軽量級,14,立川 奈緒,08:58.6,20,山口大学
2002,2011,A_tyugoku,F,19～29才：軽量級,15,杉浦 愛子,09:12.1,20,鳥取大学医学部
2003,2011,A_tyugoku,F,19～29才：軽量級,16,大平 千夏,09:15.1,20,鳥取大学医学部
2004,2011,A_tyugoku,F,19～29才：軽量級,17,中島 由紀奈,09:16.2,20,鳥取大学医学部
2005,2011,A_tyugoku,F,19～29才：軽量級,18,大前 望実,09:24.2,19,山口大学
2006,2011,A_tyugoku,F,19～29才：軽量級,19,加見谷 侑可,09:25.6,19,島根大学
2007,2011,A_tyugoku,F,40～49才：軽量級,1,山田 陽子,08:11.2,40,松江RC
2008,2011,A_tyugoku,F,19～29才：オープン,1,城塚 彩弓,07:43.5,20,山口大学
2009,2011,A_tyugoku,F,19～29才：オープン,2,水野 泰子,08:37.0,19,山口大学
2010,2011,A_tyugoku,F,12才以下,1,松尾 梨香子,05:32.7,11,松江JrRC
2011,2011,A_tyugoku,F,12才以下,2,桑田 光花理,05:43.9,10,福山RC
2012,2011,A_tyugoku,F,9才以下,1,松尾 桜子,02:59.4,8,松江JrRC
2013,2011,A_tyugoku,M,13～15才,1,古田 直輝,07:31.0,15,米子漕艇クラブ
2014,2011,A_tyugoku,M,13～15才,2,石畑 修一郎,07:36.2,14,米子漕艇クラブ
2015,2011,A_tyugoku,M,13～15才,3,本池 遼太郎,07:45.7,15,米子漕艇クラブ
2016,2011,A_tyugoku,M,13～15才,4,菱谷 泰志,08:12.4,14,米子漕艇クラブ
2017,2011,A_tyugoku,M,13～15才,5,西川 隆央,08:56.2,13,米子漕艇クラブ
2018,2011,A_tyugoku,M,13～15才,6,道上 大雅,09:03.6,14,福山RC
2019,2011,A_tyugoku,M,13～15才,7,丸田 唯斗,09:19.3,14,江津中学校
2020,2011,A_tyugoku,M,16～18才,1,石畑 祥太郎,06:43.2,18,米子高専
2021,2011,A_tyugoku,M,16～18才,2,矢野 哲圭,06:56.0,17,宮島工業高校
2022,2011,A_tyugoku,M,16～18才,3,磯部 譲,06:59.9,17,山口県立西市高校
2023,2011,A_tyugoku,M,16～18才,4,森脇 大揮,07:02.4,17,米子工業高校
2024,2011,A_tyugoku,M,16～18才,5,山崎 永吉,07:03.2,17,宮島工業高校
2025,2011,A_tyugoku,M,16～18才,6,野本 耕司,07:03.3,17,宮島工業高校
2026,2011,A_tyugoku,M,16～18才,7,渡部 慎也,07:04.0,17,松江東高校
2027,2011,A_tyugoku,M,16～18才,8,和田 将太,07:06.0,17,松江北高校
2028,2011,A_tyugoku,M,16～18才,9,山田 大志,07:07.2,16,廿日市高校
2029,2011,A_tyugoku,M,16～18才,10,森本 鴻亮,07:07.6,17,松江北高校
2030,2011,A_tyugoku,M,16～18才,11,菱谷 眞一郎,07:09.6,17,米子東高校
2031,2011,A_tyugoku,M,16～18才,12,吉川 和希,07:09.8,17,宮島工業高校
2032,2011,A_tyugoku,M,16～18才,13,北岡 俊輝,07:12.9,17,鳥取東高校
2033,2011,A_tyugoku,M,16～18才,14,蓮池 泰成,07:14.5,16,宮島工業高校
2034,2011,A_tyugoku,M,16～18才,15,岡田 信志,07:14.9,17,松江高専
2035,2011,A_tyugoku,M,16～18才,16,徳森 優太,07:16.8,17,山口県立西市高校
2036,2011,A_tyugoku,M,16～18才,17,田中 慎之助,07:17.0,16,松江東高校
2037,2011,A_tyugoku,M,16～18才,18,佐々木 蓮也,07:17.6,17,江津工業高校
2038,2011,A_tyugoku,M,16～18才,19,岡田 遼太,07:17.7,16,江津工業高校
2039,2011,A_tyugoku,M,16～18才,20,木村 光希,07:18.1,17,山口県立西市高校
2040,2011,A_tyugoku,M,16～18才,21,佐々木 大輔,07:18.9,18,山口県立西市高校
2041,2011,A_tyugoku,M,16～18才,22,星野 夏貴,07:20.0,16,松江東高校
2042,2011,A_tyugoku,M,16～18才,23,坂本 直彦,07:20.5,16,鳥取東高校
2043,2011,A_tyugoku,M,16～18才,24,栗原 洸太,07:20.7,17,江津工業高校
2044,2011,A_tyugoku,M,16～18才,25,小島 大輝,07:21.1,17,松江北高校
2045,2011,A_tyugoku,M,16～18才,26,津村 太郎,07:21.5,17,鳥取東高校
2046,2011,A_tyugoku,M,16～18才,27,岩崎 慶太,07:21.7,17,江津工業高校
2047,2011,A_tyugoku,M,16～18才,28,徳高 向志,07:22.2,17,鳥取東高校
2048,2011,A_tyugoku,M,16～18才,29,今井 昴,07:23.6,17,米子東高校
2049,2011,A_tyugoku,M,16～18才,30,大石 将司,07:24.2,17,松江高専
2050,2011,A_tyugoku,M,16～18才,31,松藤 啓太朗,07:24.9,16,山口県立西市高校
2051,2011,A_tyugoku,M,16～18才,32,生塩 駿也,07:28.2,16,米子工業高校
2052,2011,A_tyugoku,M,16～18才,33,中野 直輝,07:28.6,16,鳥取商業高校
2053,2011,A_tyugoku,M,16～18才,34,嘉屋 禎靖,07:29.1,16,宮島工業高校
2054,2011,A_tyugoku,M,16～18才,35,麻木 遼一,07:29.7,16,鳥取東高校
2055,2011,A_tyugoku,M,16～18才,36,野津 草太,07:31.6,16,松江北高校
2056,2011,A_tyugoku,M,16～18才,36,福原 俊介,07:31.6,16,松江北高校
2057,2011,A_tyugoku,M,16～18才,38,星川 聡汰,07:32.0,17,広島皆実高校
2058,2011,A_tyugoku,M,16～18才,39,植田 悠介,07:32.5,17,山口県立西市高校
2059,2011,A_tyugoku,M,16～18才,40,岸本 和磨,07:33.0,17,広島工大高校
2060,2011,A_tyugoku,M,16～18才,41,谷本 真太郎,07:33.4,16,米子工業高校
2061,2011,A_tyugoku,M,16～18才,42,森原 竜也,07:33.9,17,江津工業高校
2062,2011,A_tyugoku,M,16～18才,43,大野 奨太,07:34.4,17,山口県立西市高校
2063,2011,A_tyugoku,M,16～18才,44,西山 大輝,07:34.8,16,鳥取東高校
2064,2011,A_tyugoku,M,16～18才,45,西脇 改,07:35.0,17,鳥取東高校
2065,2011,A_tyugoku,M,16～18才,46,林 賢宏,07:35.4,17,周防大島高校
2066,2011,A_tyugoku,M,16～18才,47,大倉 銀太,07:35.6,16,江津工業高校
2067,2011,A_tyugoku,M,16～18才,48,松本 俊幸,07:36.0,17,米子工業高校
2068,2011,A_tyugoku,M,16～18才,49,三浦 勇人,07:36.4,17,江津工業高校
2069,2011,A_tyugoku,M,16～18才,50,大神 忍,07:36.5,17,宮島工業高校
2070,2011,A_tyugoku,M,16～18才,51,堀谷 祥之,07:36.7,16,米子工業高校
2071,2011,A_tyugoku,M,16～18才,52,中村 光,07:37.0,17,山口県立西市高校
2072,2011,A_tyugoku,M,16～18才,53,永見 岳大,07:38.3,17,鳥取東高校
2073,2011,A_tyugoku,M,16～18才,54,植田 光平,07:38.4,16,宮島工業高校
2074,2011,A_tyugoku,M,16～18才,55,折田 尚也,07:38.9,17,山口県立西市高校
2075,2011,A_tyugoku,M,16～18才,56,田中 聖楓,07:39.0,16,鳥取商業高校
2076,2011,A_tyugoku,M,16～18才,57,細川 廉,07:39.3,16,米子東高校
2077,2011,A_tyugoku,M,16～18才,58,品川 恵太,07:40.5,17,松江高専
2078,2011,A_tyugoku,M,16～18才,59,小森 一輝,07:41.0,16,鳥取商業高校
2079,2011,A_tyugoku,M,16～18才,60,大原 涼海,07:41.3,17,広島工大高校
2080,2011,A_tyugoku,M,16～18才,61,福間 拓己,07:42.1,16,松江北高校
2081,2011,A_tyugoku,M,16～18才,62,乗松 茂幸,07:42.2,16,広島工大高校
2082,2011,A_tyugoku,M,16～18才,63,志多木 淳,07:42.9,17,周防大島高校
2083,2011,A_tyugoku,M,16～18才,64,山本 竜徳,07:43.0,17,米子工業高校
2084,2011,A_tyugoku,M,16～18才,65,久光 虹太,07:43.4,16,広島工大高校
2085,2011,A_tyugoku,M,16～18才,66,小村 祐太郎,07:44.3,16,松江高専
2086,2011,A_tyugoku,M,16～18才,67,国光 太貴,07:47.0,16,山口県立大津緑洋高校
2087,2011,A_tyugoku,M,16～18才,68,枡田 啓祐,07:47.8,16,鳥取東高校
2088,2011,A_tyugoku,M,16～18才,69,堀内 恭平,07:48.0,16,山口県立大津緑洋高校
2089,2011,A_tyugoku,M,16～18才,70,後 幸秀,07:48.2,16,宮島工業高校
2090,2011,A_tyugoku,M,16～18才,71,大田 翔太,07:48.3,16,山口県立西市高校
2091,2011,A_tyugoku,M,16～18才,72,白岩 耀,07:48.4,16,鳥取商業高校
2092,2011,A_tyugoku,M,16～18才,73,濱田 純輝,07:48.7,16,広島工大高校
2093,2011,A_tyugoku,M,16～18才,74,森 秀一朗,07:49.3,17,広島皆実高校
2094,2011,A_tyugoku,M,16～18才,75,橋井 省吾,07:49.8,16,米子工業高校
2095,2011,A_tyugoku,M,16～18才,76,木村 将太,07:50.5,17,江津工業高校
2096,2011,A_tyugoku,M,16～18才,77,岡崎 崇史,07:51.3,17,江津工業高校
2097,2011,A_tyugoku,M,16～18才,77,大西 康介,07:51.3,17,鳥取東高校
2098,2011,A_tyugoku,M,16～18才,79,森山 恒太,07:51.7,16,江津工業高校
2099,2011,A_tyugoku,M,16～18才,80,山田 延也,07:53.1,16,周防大島高校
2100,2011,A_tyugoku,M,16～18才,81,末永 大和,07:56.0,17,松江北高校
2101,2011,A_tyugoku,M,16～18才,82,浦田 翔作,07:56.9,17,周防大島高校
2102,2011,A_tyugoku,M,16～18才,83,樹下 蓮也,07:57.1,17,周防大島高校
2103,2011,A_tyugoku,M,16～18才,84,池田 真希,07:57.7,17,松江高専
2104,2011,A_tyugoku,M,16～18才,84,塚本 紘,07:57.7,16,松江高専
2105,2011,A_tyugoku,M,16～18才,86,橋本 一樹,08:00.7,16,鳥取東高校
2106,2011,A_tyugoku,M,16～18才,87,髙根 優太,08:00.9,16,山口県立西市高校
2107,2011,A_tyugoku,M,16～18才,88,長野 圭,08:04.4,16,江津工業高校
2108,2011,A_tyugoku,M,16～18才,89,小川 光輝,08:04.6,16,宮島工業高校
2109,2011,A_tyugoku,M,16～18才,90,益田 拓海,08:06.0,16,広島工大高校
2110,2011,A_tyugoku,M,16～18才,91,安治 俊介,08:07.0,16,鳥取商業高校
2111,2011,A_tyugoku,M,16～18才,92,村中 優太,08:08.4,16,広島工大高校
2112,2011,A_tyugoku,M,16～18才,93,池永 一哉,08:12.0,16,山口県立大津緑洋高校
2113,2011,A_tyugoku,M,16～18才,94,小乾 雅貴,08:12.6,16,米子東高校
2114,2011,A_tyugoku,M,16～18才,95,弘中 慎也,08:13.0,16,山口県立大津緑洋高校
2115,2011,A_tyugoku,M,16～18才,96,杉田 大地,08:14.9,16,広島皆実高校
2116,2011,A_tyugoku,M,16～18才,97,福田 理人,08:16.0,16,鳥取商業高校
2117,2011,A_tyugoku,M,16～18才,98,勇村 将斗,08:21.0,17,山口県立西市高校
2118,2011,A_tyugoku,M,16～18才,99,松本 魁人,08:22.3,17,米子工業高校
2119,2011,A_tyugoku,M,16～18才,100,森 章人,08:24.6,16,鳥取東高校
2120,2011,A_tyugoku,M,16～18才,101,小柳 海斗,08:25.1,16,周防大島高校
2121,2011,A_tyugoku,M,16～18才,102,新 大樹,08:26.4,16,米子工業高校
2122,2011,A_tyugoku,M,16～18才,103,傳明地 空,08:49.3,16,広島工大高校
2123,2011,A_tyugoku,M,16～18才,104,野中 隆仁,08:53.0,16,山口県立大津緑洋高校
2124,2011,A_tyugoku,M,19～29才：軽量級,1,野村 大渡,06:48.0,19,山口大学
2125,2011,A_tyugoku,M,19～29才：軽量級,2,松本 一平,06:53.1,19,山口大学
2126,2011,A_tyugoku,M,19～29才：軽量級,3,篠森 裕章,06:53.4,21,山口大学
2127,2011,A_tyugoku,M,19～29才：軽量級,4,眞鍋 亨太,06:54.7,20,山口大学
2128,2011,A_tyugoku,M,19～29才：軽量級,5,瀬尾 樹,06:57.3,21,島根大学
2129,2011,A_tyugoku,M,19～29才：軽量級,6,長谷川 優,06:57.6,21,島根大学
2130,2011,A_tyugoku,M,19～29才：軽量級,7,大眉 貴星,06:58.3,20,山口大学
2131,2011,A_tyugoku,M,19～29才：軽量級,8,鎌田 晃輔,06:58.7,21,島根大学
2132,2011,A_tyugoku,M,19～29才：軽量級,9,箕浦 良文,06:59.7,20,島根大学
2133,2011,A_tyugoku,M,19～29才：軽量級,10,矢地 将太郎,07:02.2,19,松江高専
2134,2011,A_tyugoku,M,19～29才：軽量級,11,大久保 智昭,07:06.4,20,山口大学
2135,2011,A_tyugoku,M,19～29才：軽量級,12,塚本 真之,07:07.5,20,山口大学
2136,2011,A_tyugoku,M,19～29才：軽量級,13,大山 源太,07:07.6,21,山口大学
2137,2011,A_tyugoku,M,19～29才：軽量級,14,前谷 祐亮,07:08.0,21,山口大学
2138,2011,A_tyugoku,M,19～29才：軽量級,15,鈴木 弘人,07:10.0,19,島根大学
2139,2011,A_tyugoku,M,19～29才：軽量級,16,竝川 雅裕,07:12.5,21,広島大学
2140,2011,A_tyugoku,M,19～29才：軽量級,17,寄東 孝士,07:17.5,20,島根大学
2141,2011,A_tyugoku,M,19～29才：軽量級,18,杉田 勇野,07:18.5,20,山口大学
2142,2011,A_tyugoku,M,19～29才：軽量級,19,安井 貴俊,07:19.0,19,島根大学
2143,2011,A_tyugoku,M,19～29才：軽量級,20,北条 正人,07:21.9,23,福山RC
2144,2011,A_tyugoku,M,19～29才：軽量級,21,松岡 拓実,07:26.1,20,島根大学
2145,2011,A_tyugoku,M,19～29才：軽量級,22,畑 晶博,07:35.1,20,島根大学
2146,2011,A_tyugoku,M,30～39才：軽量級,1,小椋 誉覚,07:22.5,39,太田川BC
2147,2011,A_tyugoku,M,50～59才：軽量級,1,矢地 洋二,06:49.4,50,中国電力
2148,2011,A_tyugoku,M,50～59才：軽量級,2,渡部 浩,07:08.3,51,太田川BC
2149,2011,A_tyugoku,M,50～59才：軽量級,3,菅 義一,07:30.4,54,福山RC
2150,2011,A_tyugoku,M,50～59才：軽量級,4,藤中 富雄,08:12.0,53,福山RC
2151,2011,A_tyugoku,M,50～59才：軽量級,5,森 敏行,08:44.5,57,福山RC
2152,2011,A_tyugoku,M,50～59才：軽量級,6,谷口 芳喜,08:45.2,58,福山RC
2153,2011,A_tyugoku,M,60～69才：軽量級,1,原田 勝美,08:58.0,63,福山RC
2154,2011,A_tyugoku,M,19～29才：オープン,1,赤柏 敬紀,06:30.0,20,広島大学
2155,2011,A_tyugoku,M,19～29才：オープン,2,杉本 拓哉,06:40.2,20,広島大学
2156,2011,A_tyugoku,M,19～29才：オープン,3,高橋 昌太郎,06:47.7,19,山口大学
2157,2011,A_tyugoku,M,19～29才：オープン,4,上田 良,06:53.2,20,島根大学
2158,2011,A_tyugoku,M,19～29才：オープン,5,小田 大地,06:56.5,21,山口大学
2159,2011,A_tyugoku,M,40～49才：オープン,1,松本 健治,06:53.8,46,松江RC
2160,2011,A_tyugoku,M,40～49才：オープン,2,松尾 寿治,07:05.2,41,松江RC
2161,2011,A_tyugoku,M,40～49才：オープン,3,西岡 利拡,07:28.9,40,アダプティブ
2162,2011,A_tyugoku,M,50～59才：オープン,1,高橋 俊博,08:01.2,55,福山RC
2163,2011,A_tyugoku,M,12才以下,1,山田 悠太,04:21.2,12,城北MBC
2164,2011,A_tyugoku,M,12才以下,2,山田 航平,05:01.3,11,城北MBC
2165,2011,A_tyugoku,M,12才以下,3,寺井 昇平,05:18.3,11,米子漕艇クラブ
2166,2011,A_tyugoku,M,12才以下,4,梶谷 啓介,05:21.7,11,米子漕艇クラブ
2167,2011,A_tyugoku,M,12才以下,5,菱谷 紀彦,05:22.4,11,米子漕艇クラブ
2168,2011,A_tyugoku,M,12才以下,6,金藤 光,06:05.3,10,福山RC
2169,2011,A_tyugoku,M,12才以下,7,藤井 勇輔,06:26.1,10,福山RC
2170,2011,A_tyugoku,M,9才以下,1,寺井 大貴,02:54.6,8,米子漕艇クラブ
2171,2011,A_tyugoku,M,9才以下,2,高野 伊織,03:11.0,8,福山RC
2172,2011,A_sikoku,F,16～18才,1,山田 加奈,07:42.8,16,宇和島東高校
2173,2011,A_sikoku,F,16～18才,2,川合 瞳,07:47.2,16,柳学園高等学校
2174,2011,A_sikoku,F,16～18才,3,赤宗 実幸,07:53.4,17,今治北高校
2175,2011,A_sikoku,F,16～18才,4,中西 彩文,07:54.8,18,柳学園高等学校
2176,2011,A_sikoku,F,16～18才,5,福井 美紀,08:04.9,16,坂出商業高校
2177,2011,A_sikoku,F,16～18才,6,吉田 栞,08:06.8,16,坂出高校
2178,2011,A_sikoku,F,16～18才,7,竹田 可南子,08:11.3,16,宇和島東高校
2179,2011,A_sikoku,F,16～18才,8,松田 成華,08:13.2,17,幡多農業高校
2180,2011,A_sikoku,F,16～18才,9,本多 真巳,08:14.5,16,洲本高校
2181,2011,A_sikoku,F,16～18才,10,阿部 伶菜,08:17.1,16,今治南高校
2182,2011,A_sikoku,F,16～18才,10,粟飯原 萌笑,08:17.1,16,洲本高校
2183,2011,A_sikoku,F,16～18才,12,松原 綾花,08:17.8,17,相生産業高校
2184,2011,A_sikoku,F,16～18才,13,大墨 さおり,08:19.1,17,相生産業高校
2185,2011,A_sikoku,F,16～18才,13,下條 七美,08:19.1,16,柳学園高等学校
2186,2011,A_sikoku,F,16～18才,15,西村 まゆ,08:19.5,16,洲本高校
2187,2011,A_sikoku,F,16～18才,16,藤岡 千波,08:19.6,17,坂出商業高校
2188,2011,A_sikoku,F,16～18才,17,細川 文,08:20.4,16,洲本高校
2189,2011,A_sikoku,F,16～18才,18,越智 早也佳,08:22.2,17,今治南高校
2190,2011,A_sikoku,F,16～18才,19,籠池 美帆,08:23.2,16,洲本高校
2191,2011,A_sikoku,F,16～18才,20,安河内 麻子,08:26.5,16,坂出高校
2192,2011,A_sikoku,F,16～18才,21,古賀 利枝子,08:28.9,16,坂出商業高校
2193,2011,A_sikoku,F,16～18才,22,安田 裕紀子,08:31.7,17,幡多農業高校
2194,2011,A_sikoku,F,16～18才,23,廣瀬 香澄,08:37.5,16,坂出商業高校
2195,2011,A_sikoku,F,16～18才,24,坂本 莉菜,08:38.2,16,洲本高校
2196,2011,A_sikoku,F,16～18才,25,梅木 望,08:40.6,16,今治南高校
2197,2011,A_sikoku,F,16～18才,26,竹内 遥,08:42.5,17,今治南高校
2198,2011,A_sikoku,F,16～18才,27,黒田 雛,08:46.0,17,相生産業高校
2199,2011,A_sikoku,F,16～18才,28,森本 靖子,08:47.4,17,柳学園高等学校
2200,2011,A_sikoku,F,16～18才,29,天川 真優,08:47.6,17,相生産業高校
2201,2011,A_sikoku,F,16～18才,30,東 芽以,08:48.7,16,幡多農業高校
2202,2011,A_sikoku,F,16～18才,31,川村 理佐子,08:50.2,16,幡多農業高校
2203,2011,A_sikoku,F,16～18才,32,安野 絵美子,08:50.6,16,今治南高校
2204,2011,A_sikoku,F,16～18才,33,松本 莉歌,08:52.6,17,相生産業高校
2205,2011,A_sikoku,F,16～18才,34,渡邉 すず,08:58.3,16,今治南高校
2206,2011,A_sikoku,F,16～18才,35,村上 明日香,09:03.1,17,今治南高校
2207,2011,A_sikoku,F,16～18才,36,岡本 京子,09:05.2,16,坂出商業高校
2208,2011,A_sikoku,F,16～18才,37,唐谷 くるみ,09:07.5,16,今治北高校
2209,2011,A_sikoku,F,16～18才,38,山口 あいり,09:11.0,16,洲本高校
2210,2011,A_sikoku,F,16～18才,39,大下 真由,09:14.8,16,柳学園高等学校
2211,2011,A_sikoku,F,16～18才,40,森岡 彩,09:25.6,16,幡多農業高校
2212,2011,A_sikoku,F,16～18才,41,河崎 愛理,09:53.7,16,洲本高校
2213,2011,A_sikoku,F,19～29才：軽量級,1,現王園 ネネ,07:56.6,23,今治造船
2214,2011,A_sikoku,M,13～15才,1,大原 良太,07:05.2,15,清風中学
2215,2011,A_sikoku,M,13～15才,2,石橋 圭二郎,07:06.0,15,清風中学
2216,2011,A_sikoku,M,13～15才,3,中尾 修美,08:20.4,14,柳学園中学校
2217,2011,A_sikoku,M,16～18才,1,是澤 祐輔,06:39.5,17,宇和島東高校
2218,2011,A_sikoku,M,16～18才,2,河井 京介,06:43.0,16,関西高校
2219,2011,A_sikoku,M,16～18才,3,木村 良太郎,06:43.3,18,宇和島東高校
2220,2011,A_sikoku,M,16～18才,4,平山 源喜,06:46.1,17,今治南高校
2221,2011,A_sikoku,M,16～18才,5,恵良 京太郎,06:49.4,16,今治北高校
2222,2011,A_sikoku,M,16～18才,6,南條 翔也,06:50.7,17,今治南高校
2223,2011,A_sikoku,M,16～18才,7,守安 寛志,06:52.2,18,関西高校
2224,2011,A_sikoku,M,16～18才,8,渡邉 文也,06:55.1,17,今治南高校
2225,2011,A_sikoku,M,16～18才,9,武田 凌,06:56.4,17,今治南高校
2226,2011,A_sikoku,M,16～18才,10,酒田 桂祐,06:56.7,17,柳学園高等学校
2227,2011,A_sikoku,M,16～18才,11,奈良 謙毅,06:58.5,17,洲本高校
2228,2011,A_sikoku,M,16～18才,11,古米 峻知,06:58.5,16,関西高校
2229,2011,A_sikoku,M,16～18才,13,山吹 啓太,06:58.9,16,今治北高校
2230,2011,A_sikoku,M,16～18才,14,山中 貴陽,06:59.9,16,岡豊高校
2231,2011,A_sikoku,M,16～18才,15,内田 龍昇,07:00.0,18,関西高校
2232,2011,A_sikoku,M,16～18才,15,山内 丈二,07:00.0,17,宇和島東高校
2233,2011,A_sikoku,M,16～18才,17,伊藤 駿汰,07:01.5,16,今治北高校
2234,2011,A_sikoku,M,16～18才,18,勝山 裕貴,07:01.7,17,関西高校
2235,2011,A_sikoku,M,16～18才,19,佐々木 多聞,07:02.1,17,清風高校
2236,2011,A_sikoku,M,16～18才,19,小野田 航平,07:02.1,16,関西高校
2237,2011,A_sikoku,M,16～18才,21,柳川 正樹,07:03.4,17,柳学園高等学校
2238,2011,A_sikoku,M,16～18才,22,中島 伽維,07:04.8,17,徳島市立高等学校
2239,2011,A_sikoku,M,16～18才,23,美濃 大地,07:05.3,16,洲本高校
2240,2011,A_sikoku,M,16～18才,24,岡田 直樹,07:08.6,16,清風高校
2241,2011,A_sikoku,M,16～18才,25,住田 裕規,07:12.7,17,柳学園高等学校
2242,2011,A_sikoku,M,16～18才,26,土居 良太,07:13.5,17,岡豊高校
2243,2011,A_sikoku,M,16～18才,27,小川 卓貢,07:13.7,17,柳学園高等学校
2244,2011,A_sikoku,M,16～18才,28,三宅 健太,07:14.0,17,今治南高校
2245,2011,A_sikoku,M,16～18才,29,藤川 真伍,07:15.4,17,洲本高校
2246,2011,A_sikoku,M,16～18才,29,織田 健志郎,07:15.4,16,宇和島東高校
2247,2011,A_sikoku,M,16～18才,31,榊原 健吾,07:15.6,17,今治北高校
2248,2011,A_sikoku,M,16～18才,32,長井 恭瑛,07:16.6,17,今治南高校
2249,2011,A_sikoku,M,16～18才,33,高谷 友基,07:17.0,17,清風高校
2250,2011,A_sikoku,M,16～18才,34,柏木 彩志,07:17.8,17,洲本高校
2251,2011,A_sikoku,M,16～18才,35,若崎 竜也,07:20.0,17,清風高校
2252,2011,A_sikoku,M,16～18才,36,中西 琢椰,07:20.7,16,関西高校
2253,2011,A_sikoku,M,16～18才,37,長井 大河,07:20.8,17,今治北高校
2254,2011,A_sikoku,M,16～18才,38,福明 光輝,07:21.3,17,関西高校
2255,2011,A_sikoku,M,16～18才,39,内海 良太,07:21.9,16,坂出商業高校
2256,2011,A_sikoku,M,16～18才,40,宮田 將平,07:22.0,17,清風高校
2257,2011,A_sikoku,M,16～18才,41,仲野 一輝,07:23.4,17,柳学園高等学校
2258,2011,A_sikoku,M,16～18才,42,高田 侑希,07:23.5,16,清風高校
2259,2011,A_sikoku,M,16～18才,43,原 勇二,07:24.7,16,徳島市立高等学校
2260,2011,A_sikoku,M,16～18才,44,船越 隼人,07:25.0,17,徳島市立高等学校
2261,2011,A_sikoku,M,16～18才,45,伊藤 皓基,07:26.2,16,清風高校
2262,2011,A_sikoku,M,16～18才,46,大黒 将誉,07:26.5,17,徳島市立高等学校
2263,2011,A_sikoku,M,16～18才,47,長野 歩,07:27.0,17,今治南高校
2264,2011,A_sikoku,M,16～18才,48,石井 亮太,07:27.4,16,相生産業高校
2265,2011,A_sikoku,M,16～18才,49,林 毅昌,07:27.5,17,清風高校
2266,2011,A_sikoku,M,16～18才,50,山下 魁斗,07:28.4,16,坂出商業高校
2267,2011,A_sikoku,M,16～18才,51,玉井 崇頌,07:28.6,16,坂出商業高校
2268,2011,A_sikoku,M,16～18才,52,岡田 秀樹,07:29.0,17,関西高校
2269,2011,A_sikoku,M,16～18才,53,菊川 尚之,07:30.0,16,今治南高校
2270,2011,A_sikoku,M,16～18才,54,鈴木 伸典,07:30.7,16,関西高校
2271,2011,A_sikoku,M,16～18才,54,中田 駿平,07:30.7,16,宇和島東高校
2272,2011,A_sikoku,M,16～18才,56,中元 達彦,07:31.3,16,柳学園高等学校
2273,2011,A_sikoku,M,16～18才,57,岡田 颯心,07:32.1,16,相生産業高校
2274,2011,A_sikoku,M,16～18才,58,矢野 貴洋,07:32.4,17,今治南高校
2275,2011,A_sikoku,M,16～18才,59,齋藤 尚明,07:32.6,16,徳島市立高等学校
2276,2011,A_sikoku,M,16～18才,60,嵯峨 健,07:32.9,16,相生産業高校
2277,2011,A_sikoku,M,16～18才,61,新井 岳,07:35.2,17,徳島市立高等学校
2278,2011,A_sikoku,M,16～18才,62,松原 航,07:35.3,17,相生産業高校
2279,2011,A_sikoku,M,16～18才,63,矢内原 公宏,07:36.3,16,今治南高校
2280,2011,A_sikoku,M,16～18才,64,柴山 康平,07:37.6,17,徳島市立高等学校
2281,2011,A_sikoku,M,16～18才,65,坪井 健太,07:38.1,16,関西高校
2282,2011,A_sikoku,M,16～18才,65,葛尾 理樹,07:38.1,16,徳島市立高等学校
2283,2011,A_sikoku,M,16～18才,67,加藤 靖大,07:40.2,16,今治北高校
2284,2011,A_sikoku,M,16～18才,68,中村 匡志,07:40.8,16,洲本高校
2285,2011,A_sikoku,M,16～18才,69,今津 充基,07:41.3,16,徳島市立高等学校
2286,2011,A_sikoku,M,16～18才,70,山下 耕平,07:41.4,17,徳島市立高等学校
2287,2011,A_sikoku,M,16～18才,71,伊藤 史弥,07:41.7,17,岡豊高校
2288,2011,A_sikoku,M,16～18才,72,土井 智広,07:42.7,16,徳島市立高等学校
2289,2011,A_sikoku,M,16～18才,73,北村 裕也,07:44.3,16,坂出商業高校
2290,2011,A_sikoku,M,16～18才,74,片山 裕二,07:45.2,17,柳学園高等学校
2291,2011,A_sikoku,M,16～18才,75,三谷 訓平,07:46.4,16,坂出商業高校
2292,2011,A_sikoku,M,16～18才,76,青野 直人,07:47.6,17,今治南高校
2293,2011,A_sikoku,M,16～18才,77,竹中 真人,07:48.1,16,関西高校
2294,2011,A_sikoku,M,16～18才,78,廣瀬 裕二,07:48.2,16,相生産業高校
2295,2011,A_sikoku,M,16～18才,79,中田 善彦,07:49.9,16,関西高校
2296,2011,A_sikoku,M,16～18才,80,藤田 康平,07:51.3,16,坂出商業高校
2297,2011,A_sikoku,M,16～18才,81,古野 恭佑,07:51.4,16,今治南高校
2298,2011,A_sikoku,M,16～18才,82,吉田 一貴,07:51.5,16,洲本高校
2299,2011,A_sikoku,M,16～18才,83,藤田 誉仁,07:52.1,16,相生産業高校
2300,2011,A_sikoku,M,16～18才,84,村越 浩輝,07:53.7,16,今治北高校
2301,2011,A_sikoku,M,16～18才,85,山下 悟司,07:56.0,16,相生産業高校
2302,2011,A_sikoku,M,16～18才,86,佐野 駿介,07:57.4,17,今治北高校
